visit_date,branch_id,check_ins
2026-04-11,B05,90
2026-04-12,B01,128
2026-04-12,B02,146
2026-04-12,B03,69
2026-04-12,B04,59
2026-04-12,B05,69
2026-04-13,B01,181
2026-04-13,B02,208
2026-04-13,B03,96
2026-04-13,B04,118
2026-04-13,B05,139
2026-04-14,B01,195
2026-04-14,B02,213
2026-04-14,B03,98
2026-04-14,B04,110
2026-04-14,B05,99
2026-04-15,B01,189
2026-04-15,B02,185
2026-04-15,B03,85
2026-04-15,B04,92
2026-04-15,B05,121
2026-04-16,B01,176
2026-04-16,B02,200
2026-04-16,B03,89
2026-04-16,B04,113
2026-04-16,B05,122
2026-04-17,B01,175
2026-04-17,B02,184
2026-04-17,B03,105
2026-04-17,B04,67
2026-04-17,B05,126
2026-04-18,B01,135
2026-04-18,B02,163
2026-04-18,B03,73
2026-04-18,B04,90
2026-04-18,B05,92
2026-04-19,B01,121
2026-04-19,B02,114
2026-04-19,B03,72
2026-04-19,B04,72
2026-04-19,B05,74
2026-04-20,B01,188
2026-04-20,B02,202
2026-04-20,B03,116
2026-04-20,B04,92
2026-04-20,B05,120
2026-04-21,B01,186
2026-04-21,B02,173
2026-04-21,B03,97
2026-04-21,B04,94
2026-04-21,B05,110
2026-04-22,B01,178
2026-04-22,B02,211
2026-04-22,B03,117
2026-04-22,B04,96
2026-04-22,B05,109
2026-04-23,B01,185
2026-04-23,B02,196
2026-04-23,B03,86
2026-04-23,B04,100
2026-04-23,B05,120
2026-04-24,B01,158
2026-04-24,B02,190
2026-04-24,B03,83
2026-04-24,B04,93
2026-04-24,B05,122
2026-04-25,B01,164
2026-04-25,B02,168
2026-04-25,B03,84
2026-04-25,B04,71
2026-04-25,B05,83
2026-04-26,B01,136
2026-04-26,B02,123
2026-04-26,B03,55
2026-04-26,B04,62
2026-04-26,B05,63
2026-04-27,B01,202
2026-04-27,B02,223
2026-04-27,B03,101
2026-04-27,B04,95
2026-04-27,B05,132
2026-04-28,B01,189
2026-04-28,B02,198
2026-04-28,B03,100
2026-04-28,B04,87
2026-04-28,B05,100
2026-04-29,B01,215
2026-04-29,B02,208
2026-04-29,B03,98
2026-04-29,B04,93
2026-04-29,B05,115
2026-04-30,B01,193
2026-04-30,B02,201
2026-04-30,B03,93
2026-04-30,B04,111
2026-04-30,B05,131
2026-05-01,B01,211
2026-05-01,B02,199
2026-05-01,B03,93
2026-05-01,B04,106
2026-05-01,B05,98
2026-05-02,B01,152
2026-05-02,B02,181
2026-05-02,B03,78
2026-05-02,B04,89
2026-05-02,B05,79
2026-05-03,B01,138
2026-05-03,B02,154
2026-05-03,B03,60
2026-05-03,B04,71
2026-05-03,B05,80
2026-05-04,B01,203
2026-05-04,B02,217
2026-05-04,B03,111
2026-05-04,B04,98
2026-05-04,B05,115
2026-05-05,B01,170
2026-05-05,B02,209
2026-05-05,B03,97
2026-05-05,B04,97
2026-05-05,B05,100
2026-05-06,B01,205
2026-05-06,B02,202
2026-05-06,B03,99
2026-05-06,B04,85
2026-05-06,B05,103
2026-05-07,B01,164
2026-05-07,B02,199
2026-05-07,B03,81
2026-05-07,B04,88
2026-05-07,B05,105
2026-05-08,B01,193
2026-05-08,B02,209
2026-05-08,B03,95
2026-05-08,B04,101
2026-05-08,B05,124
2026-05-09,B01,165
2026-05-09,B02,154
2026-05-09,B03,91
2026-05-09,B04,74
2026-05-09,B05,79
2026-05-10,B01,124
2026-05-10,B02,143
2026-05-10,B03,72
2026-05-10,B04,57
2026-05-10,B05,82
2026-05-11,B01,192
2026-05-11,B02,207
2026-05-11,B03,113
2026-05-11,B04,100
2026-05-11,B05,98
2026-05-12,B01,209
2026-05-12,B02,217
2026-05-12,B03,101
2026-05-12,B04,94
2026-05-12,B05,119
2026-05-13,B01,173
2026-05-13,B02,201
2026-05-13,B03,105
2026-05-13,B04,83
2026-05-13,B05,107
2026-05-14,B01,199
2026-05-14,B02,172
2026-05-14,B03,93
2026-05-14,B04,90
2026-05-14,B05,105
2026-05-15,B01,169
2026-05-15,B02,203
2026-05-15,B03,86
2026-05-15,B04,104
2026-05-15,B05,124
2026-05-16,B01,151
2026-05-16,B02,164
2026-05-16,B03,90
2026-05-16,B04,68
2026-05-16,B05,110
2026-05-17,B01,115
2026-05-17,B02,154
2026-05-17,B03,79
2026-05-17,B04,68
2026-05-17,B05,85
2026-05-18,B01,194
2026-05-18,B02,215
2026-05-18,B03,86
2026-05-18,B04,83
2026-05-18,B05,110
2026-05-19,B01,181
2026-05-19,B02,207
2026-05-19,B03,96
2026-05-19,B04,82
2026-05-19,B05,104
2026-05-20,B01,183
2026-05-20,B02,189
2026-05-20,B03,103
2026-05-20,B04,92
2026-05-20,B05,112
2026-05-21,B01,183
2026-05-21,B02,219
2026-05-21,B03,86
2026-05-21,B04,100
2026-05-21,B05,116
2026-05-22,B01,173
2026-05-22,B02,202
2026-05-22,B03,95
2026-05-22,B04,104
2026-05-22,B05,125
2026-05-23,B01,159
2026-05-23,B02,160
2026-05-23,B03,75
2026-05-23,B04,83
2026-05-23,B05,81
2026-05-24,B01,127
2026-05-24,B02,122
2026-05-24,B03,67
2026-05-24,B04,49
2026-05-24,B05,73
2026-05-25,B01,210
2026-05-25,B02,221
2026-05-25,B03,94
2026-05-25,B04,95
2026-05-25,B05,119
2026-05-26,B01,195
2026-05-26,B02,222
2026-05-26,B03,93
2026-05-26,B04,103
2026-05-26,B05,99
2026-05-27,B01,192
2026-05-27,B02,216
2026-05-27,B03,94
2026-05-27,B04,94
2026-05-27,B05,130
2026-05-28,B01,198
2026-05-28,B02,186
2026-05-28,B03,86
2026-05-28,B04,101
2026-05-28,B05,114
2026-05-29,B01,196
2026-05-29,B02,217
2026-05-29,B03,92
2026-05-29,B04,93
2026-05-29,B05,119
2026-05-30,B01,135
2026-05-30,B02,144
2026-05-30,B03,92
2026-05-30,B04,66
2026-05-30,B05,95
2026-05-31,B01,146
2026-05-31,B02,115
2026-05-31,B03,68
2026-05-31,B04,55
2026-05-31,B05,71
2026-06-01,B01,171
2026-06-01,B02,215
2026-06-01,B03,96
2026-06-01,B04,85
2026-06-01,B05,113
2026-06-02,B01,200
2026-06-02,B02,218
2026-06-02,B03,102
2026-06-02,B04,88
2026-06-02,B05,115
2026-06-03,B01,188
2026-06-03,B02,199
2026-06-03,B03,105
2026-06-03,B04,97
2026-06-03,B05,111
2026-06-04,B01,187
2026-06-04,B02,204
2026-06-04,B03,95
2026-06-04,B04,100
2026-06-04,B05,123
2026-06-05,B01,206
2026-06-05,B02,229
2026-06-05,B03,97
2026-06-05,B04,81
2026-06-05,B05,124
2026-06-06,B01,176
2026-06-06,B02,175
2026-06-06,B03,94
2026-06-06,B04,58
2026-06-06,B05,99
2026-06-07,B01,118
2026-06-07,B02,141
2026-06-07,B03,73
2026-06-07,B04,51
2026-06-07,B05,89
2026-06-08,B01,210
2026-06-08,B02,207
2026-06-08,B03,93
2026-06-08,B04,97
2026-06-08,B05,123
2026-06-09,B01,172
2026-06-09,B02,209
2026-06-09,B03,98
2026-06-09,B04,117
2026-06-09,B05,118
2026-06-10,B01,199
2026-06-10,B02,201
2026-06-10,B03,102
2026-06-10,B04,96
2026-06-10,B05,126
2026-06-11,B01,187
2026-06-11,B02,180
2026-06-11,B03,110
2026-06-11,B04,107
2026-06-11,B05,139
2026-06-12,B01,203
2026-06-12,B02,205
2026-06-12,B03,101
2026-06-12,B04,89
2026-06-12,B05,125
2026-06-13,B01,163
2026-06-13,B02,168
2026-06-13,B03,87
2026-06-13,B04,75
2026-06-13,B05,106
2026-06-14,B01,137
2026-06-14,B02,139
2026-06-14,B03,69
2026-06-14,B04,76
2026-06-14,B05,72
2026-06-15,B01,179
2026-06-15,B02,232
2026-06-15,B03,94
2026-06-15,B04,89
2026-06-15,B05,111
2026-06-16,B01,163
2026-06-16,B02,228
2026-06-16,B03,104
2026-06-16,B04,89
2026-06-16,B05,121
2026-06-17,B01,201
2026-06-17,B02,211
2026-06-17,B03,108
2026-06-17,B04,95
2026-06-17,B05,125
2026-06-18,B01,163
2026-06-18,B02,217
2026-06-18,B03,95
2026-06-18,B04,83
2026-06-18,B05,98
2026-06-19,B01,176
2026-06-19,B02,211
2026-06-19,B03,94
2026-06-19,B04,87
2026-06-19,B05,123
2026-06-20,B01,160
2026-06-20,B02,161
2026-06-20,B03,104
2026-06-20,B04,74
2026-06-20,B05,107
2026-06-21,B01,141
2026-06-21,B02,134
2026-06-21,B03,81
2026-06-21,B04,72
2026-06-21,B05,79
2026-06-22,B01,160
2026-06-22,B02,203
2026-06-22,B03,97
2026-06-22,B04,82
2026-06-22,B05,122
2026-06-23,B01,187
2026-06-23,B02,213
2026-06-23,B03,110
2026-06-23,B04,92
2026-06-23,B05,104
2026-06-24,B01,214
2026-06-24,B02,222
2026-06-24,B03,106
2026-06-24,B04,90
2026-06-24,B05,101
2026-06-25,B01,191
2026-06-25,B02,213
2026-06-25,B03,114
2026-06-25,B04,105
2026-06-25,B05,117
2026-06-26,B01,200
2026-06-26,B02,230
2026-06-26,B03,94
2026-06-26,B04,91
2026-06-26,B05,113
2026-06-27,B01,166
2026-06-27,B02,194
2026-06-27,B03,95
2026-06-27,B04,85
2026-06-27,B05,98
2026-06-28,B01,136
2026-06-28,B02,138
2026-06-28,B03,67
2026-06-28,B04,71
2026-06-28,B05,83
2026-06-29,B01,210
2026-06-29,B02,223
2026-06-29,B03,103
2026-06-29,B04,104
2026-06-29,B05,102
2026-06-30,B01,184
2026-06-30,B02,197
2026-06-30,B03,101
2026-06-30,B04,94
2026-06-30,B05,94
