member_id,branch_id,plan_id,expiring_payment_id,expiry_date,renewed,observable
M02706,B03,P2,PAY006239,2025-03-24,1,1
M02706,B03,P2,PAY007098,2025-04-20,0,1
M02707,B03,P4,PAY002707,2025-01-30,1,1
M02707,B03,P4,PAY005845,2025-08-10,0,1
M02708,B03,P5,PAY002708,2025-08-06,0,1
M02709,B03,P2,PAY002709,2025-01-16,0,1
M02710,B03,P3,PAY002710,2025-02-22,0,1
M02711,B03,P1,PAY002711,2025-01-19,1,1
M02711,B03,P1,PAY005510,2025-02-17,1,1
M02711,B03,P1,PAY006240,2025-03-19,1,1
M02711,B03,P1,PAY006967,2025-04-23,1,1
M02711,B03,P1,PAY007695,2025-05-19,0,1
M02712,B03,P4,PAY002712,2025-02-08,0,1
M02713,B03,P1,PAY002713,2025-01-21,0,1
M02714,B03,P1,PAY002714,2025-01-14,0,1
M02715,B03,P2,PAY002715,2025-01-25,1,1
M02715,B03,P2,PAY005683,2025-03-04,1,1
M02715,B03,P2,PAY006646,2025-04-09,0,1
M02716,B03,P3,PAY002716,2025-03-11,1,1
M02716,B03,P3,PAY006800,2025-06-18,1,1
M02716,B03,P3,PAY008653,2025-09-14,1,1
M02716,B03,P3,PAY009949,2025-12-21,1,1
M02716,B03,P3,PAY011173,2026-03-22,1,1
M02716,B03,P3,PAY012370,2026-06-17,0,0
M02717,B03,P4,PAY002717,2025-04-26,1,1
M02717,B03,P4,PAY007759,2025-10-22,1,1
M02717,B03,P4,PAY010458,2026-04-21,1,1
M02718,B03,P1,PAY002718,2025-01-28,1,1
M02718,B03,P1,PAY005781,2025-03-03,1,1
M02718,B03,P1,PAY006619,2025-04-12,0,1
M02719,B03,P1,PAY002719,2025-01-30,1,1
M02719,B03,P1,PAY005846,2025-03-07,0,1
M02720,B03,P1,PAY002720,2025-01-04,1,1
M02720,B03,P1,PAY005046,2025-02-12,1,1
M02720,B03,P1,PAY006121,2025-03-22,1,1
M02720,B03,P1,PAY007051,2025-04-30,1,1
M02720,B03,P1,PAY007841,2025-06-11,1,1
M02720,B03,P1,PAY008535,2025-07-18,1,1
M02720,B03,P1,PAY009148,2025-08-15,1,1
M02720,B03,P1,PAY009558,2025-09-14,1,1
M02720,B03,P4,PAY009950,2026-03-19,0,1
M02721,B03,P1,PAY002721,2025-01-29,1,1
M02721,B03,P1,PAY005809,2025-02-28,1,1
M02721,B03,P1,PAY006533,2025-03-24,1,1
M02721,B03,P1,PAY007099,2025-05-03,0,1
M02722,B03,P1,PAY002722,2025-01-08,0,1
M02723,B03,P2,PAY002723,2025-01-21,1,1
M02723,B03,P2,PAY005573,2025-03-01,0,1
M02724,B03,P1,PAY002724,2025-01-20,1,1
M02724,B03,P1,PAY005537,2025-02-28,1,1
M02724,B03,P5,PAY006534,2026-02-26,1,1
M02725,B03,P5,PAY002725,2025-04-22,1,1
M02725,B03,P5,PAY007674,2026-04-25,1,1
M02726,B03,P3,PAY002726,2025-02-28,1,1
M02726,B03,P3,PAY006535,2025-05-25,1,1
M02726,B03,P3,PAY008274,2025-09-01,1,1
M02726,B03,P3,PAY009784,2025-12-07,1,1
M02726,B03,P3,PAY011026,2026-03-18,1,1
M02726,B03,P3,PAY012323,2026-06-15,0,1
M02727,B03,P1,PAY002727,2025-01-17,1,1
M02727,B03,P1,PAY005445,2025-02-13,1,1
M02727,B03,P1,PAY006146,2025-03-16,1,1
M02727,B03,P1,PAY006906,2025-04-17,0,1
M02728,B03,P4,PAY002728,2025-07-09,1,1
M02728,B03,P4,PAY008987,2026-01-14,0,1
M02729,B03,P4,PAY002729,2025-07-04,1,1
M02729,B03,P4,PAY008915,2026-01-07,0,1
M02730,B03,P2,PAY002730,2025-02-16,0,1
M02731,B03,P1,PAY002731,2025-02-21,1,1
M02731,B03,P5,PAY006345,2026-02-24,0,1
M02732,B03,P4,PAY002732,2025-07-20,1,1
M02732,B03,P4,PAY009177,2026-01-19,0,1
M02733,B03,P1,PAY002733,2025-02-28,1,1
M02733,B03,P1,PAY006536,2025-03-23,1,1
M02733,B03,P1,PAY007078,2025-04-23,1,1
M02733,B03,P1,PAY007696,2025-05-29,0,1
M02734,B03,P3,PAY002734,2025-04-29,1,1
M02734,B03,P3,PAY007805,2025-07-29,0,1
M02735,B03,P1,PAY002735,2025-02-28,1,1
M02735,B03,P1,PAY006537,2025-04-01,1,1
M02735,B03,P1,PAY007217,2025-04-29,1,1
M02735,B03,P1,PAY007806,2025-05-27,0,1
M02736,B03,P2,PAY002736,2025-02-18,1,1
M02736,B03,P2,PAY006261,2025-03-27,0,1
M02737,B03,P4,PAY002737,2025-07-20,1,1
M02737,B03,P4,PAY009178,2026-01-23,0,1
M02738,B03,P1,PAY002738,2025-02-02,1,1
M02738,B03,P1,PAY005891,2025-03-13,1,1
M02738,B03,P1,PAY006847,2025-04-17,0,1
M02739,B03,P5,PAY002739,2026-01-25,1,1
M02740,B03,P5,PAY002740,2026-01-14,1,1
M02741,B03,P3,PAY002741,2025-04-22,1,1
M02741,B03,P3,PAY007675,2025-07-30,1,1
M02741,B03,P3,PAY009357,2025-11-05,1,1
M02741,B03,P3,PAY010634,2026-02-03,1,1
M02741,B03,P3,PAY011712,2026-05-07,0,1
M02742,B03,P3,PAY002742,2025-04-28,1,1
M02742,B03,P1,PAY007782,2025-05-25,1,1
M02742,B03,P1,PAY008275,2025-06-23,1,1
M02742,B03,P2,PAY008722,2025-07-26,1,1
M02742,B03,P2,PAY009285,2025-08-27,0,1
M02743,B03,P5,PAY002743,2026-01-11,1,1
M02744,B03,P3,PAY002744,2025-04-24,0,1
M02745,B03,P5,PAY002745,2026-01-18,1,1
M02746,B03,P1,PAY002746,2025-02-11,1,1
M02746,B03,P1,PAY006095,2025-03-22,1,1
M02746,B03,P1,PAY007052,2025-05-01,1,1
M02746,B03,P1,PAY007867,2025-06-05,1,1
M02746,B03,P1,PAY008451,2025-06-30,1,1
M02746,B03,P1,PAY008854,2025-08-06,1,1
M02746,B03,P1,PAY009443,2025-09-09,0,1
M02747,B03,P1,PAY002747,2025-02-28,1,1
M02747,B03,P1,PAY006538,2025-04-08,1,1
M02747,B03,P1,PAY007375,2025-05-08,1,1
M02747,B03,P1,PAY007990,2025-06-09,1,1
M02747,B03,P1,PAY008512,2025-07-06,1,1
M02747,B03,P1,PAY008938,2025-08-10,0,1
M02748,B03,P5,PAY002748,2026-01-03,1,1
M02749,B03,P3,PAY002749,2025-04-18,1,1
M02749,B03,P3,PAY007596,2025-07-19,1,1
M02749,B03,P3,PAY009158,2025-10-30,0,1
M02750,B03,P3,PAY002750,2025-04-05,1,1
M02750,B03,P3,PAY007316,2025-07-01,0,1
M02751,B03,P3,PAY002751,2025-04-30,1,1
M02751,B03,P3,PAY007842,2025-07-25,1,1
M02751,B03,P4,PAY009265,2026-01-30,1,1
M02752,B03,P4,PAY002752,2025-07-13,1,1
M02752,B03,P4,PAY009056,2026-01-18,1,1
M02753,B03,P3,PAY002753,2025-04-29,0,1
M02754,B03,P1,PAY002754,2025-02-22,0,1
M02755,B03,P1,PAY002755,2025-02-23,1,1
M02755,B03,P3,PAY006396,2025-05-21,1,1
M02755,B03,P3,PAY008209,2025-08-30,1,1
M02755,B03,P3,PAY009761,2025-11-27,1,1
M02755,B03,P3,PAY010895,2026-02-25,1,1
M02755,B03,P3,PAY012011,2026-06-05,1,1
M02756,B03,P1,PAY002756,2025-02-02,1,1
M02756,B03,P1,PAY005892,2025-03-05,0,1
M02757,B03,P1,PAY002757,2025-03-14,1,1
M02757,B03,P1,PAY006869,2025-04-10,0,1
M02758,B03,P4,PAY002758,2025-08-11,1,1
M02758,B03,P4,PAY009513,2026-02-08,1,1
M02759,B03,P2,PAY002759,2025-03-14,0,1
M02760,B03,P3,PAY002760,2025-05-04,1,1
M02760,B03,P3,PAY007919,2025-08-08,1,1
M02760,B03,P3,PAY009472,2025-11-06,1,1
M02760,B03,P3,PAY010650,2026-02-15,0,1
M02761,B03,P5,PAY002761,2026-02-10,0,1
M02762,B03,P5,PAY002762,2026-02-09,0,1
M02763,B03,P2,PAY002763,2025-03-03,1,1
M02763,B03,P2,PAY006620,2025-04-13,0,1
M02764,B03,P1,PAY002764,2025-03-08,0,1
M02765,B03,P2,PAY002765,2025-03-17,1,1
M02765,B03,P2,PAY006928,2025-04-27,1,1
M02765,B03,P2,PAY007768,2025-05-26,1,1
M02765,B03,P2,PAY008292,2025-06-23,1,1
M02765,B03,P2,PAY008723,2025-07-22,1,1
M02765,B03,P2,PAY009209,2025-08-17,1,1
M02765,B03,P2,PAY009581,2025-09-24,1,1
M02765,B03,P3,PAY010091,2025-12-21,1,1
M02765,B03,P3,PAY011174,2026-03-25,1,1
M02765,B03,P3,PAY012409,2026-06-28,0,0
M02766,B03,P4,PAY002766,2025-08-25,1,1
M02766,B03,P4,PAY009694,2026-03-03,1,1
M02767,B03,P1,PAY002767,2025-03-16,1,1
M02767,B03,P1,PAY006907,2025-04-19,0,1
M02768,B03,P2,PAY002768,2025-03-13,1,1
M02768,B03,P5,PAY006848,2026-03-12,1,1
M02768,B03,P1,PAY012239,2026-04-13,1,1
M02769,B03,P1,PAY002769,2025-03-11,1,1
M02769,B03,P1,PAY006801,2025-04-22,1,1
M02769,B03,P1,PAY007676,2025-05-18,1,1
M02769,B03,P2,PAY008167,2025-06-15,0,1
M02770,B03,P4,PAY002770,2025-08-04,1,1
M02770,B03,P4,PAY009421,2026-02-13,1,1
M02771,B03,P3,PAY002771,2025-05-24,1,1
M02771,B03,P3,PAY008257,2025-08-29,1,1
M02771,B03,P3,PAY009749,2025-11-26,0,1
M02772,B03,P5,PAY002772,2026-02-12,0,1
M02773,B03,P4,PAY002773,2025-08-24,1,1
M02773,B03,P4,PAY009676,2026-03-04,1,1
M02774,B03,P5,PAY002774,2026-02-18,1,1
M02775,B03,P5,PAY002775,2026-02-11,0,1
M02776,B03,P3,PAY002776,2025-05-08,0,1
M02777,B03,P4,PAY002777,2025-08-03,1,1
M02777,B03,P4,PAY009409,2026-02-07,0,1
M02778,B03,P1,PAY002778,2025-04-20,1,1
M02778,B03,P1,PAY007632,2025-05-27,1,1
M02778,B03,P1,PAY008306,2025-06-25,0,1
M02779,B03,P5,PAY002779,2026-03-03,1,1
M02780,B03,P2,PAY002780,2025-04-22,1,1
M02780,B03,P2,PAY007677,2025-05-27,1,1
M02780,B03,P2,PAY008307,2025-06-30,0,1
M02781,B03,P2,PAY002781,2025-04-14,0,1
M02782,B03,P5,PAY002782,2026-03-09,1,1
M02783,B03,P3,PAY002783,2025-06-23,0,1
M02784,B03,P2,PAY002784,2025-04-23,0,1
M02785,B03,P1,PAY002785,2025-04-10,0,1
M02786,B03,P3,PAY002786,2025-06-28,1,1
M02786,B03,P3,PAY008805,2025-09-26,0,1
M02787,B03,P5,PAY002787,2026-03-09,1,1
M02788,B03,P3,PAY002788,2025-06-03,1,1
M02788,B03,P3,PAY008413,2025-09-11,1,1
M02788,B03,P3,PAY009909,2025-12-16,0,1
M02789,B03,P1,PAY002789,2025-04-11,1,1
M02789,B03,P1,PAY007453,2025-05-09,0,1
M02790,B03,P1,PAY002790,2025-04-25,1,1
M02790,B03,P1,PAY007746,2025-06-03,1,1
M02790,B03,P1,PAY008414,2025-07-06,1,1
M02790,B03,P4,PAY008939,2026-01-07,1,1
M02791,B03,P3,PAY002791,2025-06-26,1,1
M02791,B03,P4,PAY008773,2025-12-26,1,1
M02792,B03,P5,PAY002792,2026-03-09,1,1
M02793,B03,P4,PAY002793,2025-09-01,1,1
M02793,B03,P4,PAY009785,2026-02-28,1,1
M02794,B03,P2,PAY002794,2025-04-08,1,1
M02794,B03,P2,PAY007376,2025-05-09,1,1
M02794,B03,P2,PAY008011,2025-06-06,0,1
M02795,B03,P1,PAY002795,2025-04-05,1,1
M02795,B03,P1,PAY007317,2025-05-05,1,1
M02795,B03,P1,PAY007939,2025-06-06,1,1
M02795,B03,P1,PAY008463,2025-07-07,1,1
M02795,B03,P2,PAY008954,2025-08-08,1,1
M02795,B03,P2,PAY009473,2025-09-08,0,1
M02796,B03,P3,PAY002796,2025-06-22,0,1
M02797,B03,P4,PAY002797,2025-09-21,0,1
M02798,B03,P1,PAY002798,2025-04-04,1,1
M02798,B03,P1,PAY007292,2025-05-08,1,1
M02798,B03,P1,PAY007991,2025-06-11,0,1
M02799,B03,P1,PAY002799,2025-04-05,0,1
M02800,B03,P3,PAY002800,2025-06-13,1,1
M02800,B03,P5,PAY008573,2026-06-21,1,0
M02801,B03,P3,PAY002801,2025-06-16,1,1
M02801,B03,P3,PAY008621,2025-09-18,1,1
M02801,B03,P3,PAY010005,2025-12-18,1,1
M02801,B03,P3,PAY011144,2026-03-21,1,1
M02802,B03,P1,PAY002802,2025-04-11,0,1
M02803,B03,P1,PAY002803,2025-04-24,1,1
M02803,B03,P3,PAY007720,2025-07-29,1,1
M02803,B03,P3,PAY009340,2025-11-07,0,1
M02804,B03,P4,PAY002804,2025-09-14,1,1
M02804,B03,P4,PAY009951,2026-03-21,1,1
M02805,B03,P2,PAY002805,2025-04-21,1,1
M02805,B03,P2,PAY007654,2025-05-25,1,1
M02805,B03,P2,PAY008276,2025-06-30,1,1
M02805,B03,P2,PAY008855,2025-08-05,1,1
M02805,B03,P2,PAY009437,2025-09-11,1,1
M02805,B03,P2,PAY009910,2025-10-19,0,1
M02806,B03,P5,PAY002806,2026-04-29,1,1
M02807,B03,P1,PAY002807,2025-05-02,0,1
M02808,B03,P5,PAY002808,2026-04-20,0,1
M02809,B03,P5,PAY002809,2026-04-07,1,1
M02810,B03,P5,PAY002810,2026-04-09,1,1
M02811,B03,P5,PAY002811,2026-04-22,1,1
M02812,B03,P3,PAY002812,2025-07-02,1,1
M02812,B03,P3,PAY008887,2025-10-01,1,1
M02812,B03,P3,PAY010202,2025-12-30,0,1
M02813,B03,P1,PAY002813,2025-05-28,0,1
M02814,B03,P1,PAY002814,2025-05-26,1,1
M02814,B03,P1,PAY008293,2025-06-22,1,1
M02814,B03,P1,PAY008705,2025-07-25,1,1
M02814,B03,P1,PAY009266,2025-09-01,1,1
M02814,B03,P1,PAY009786,2025-10-08,1,1
M02814,B03,P1,PAY010279,2025-11-19,1,1
M02814,B03,P1,PAY010805,2025-12-26,1,1
M02814,B03,P1,PAY011233,2026-01-26,1,1
M02814,B03,P1,PAY011627,2026-02-28,1,1
M02814,B03,P1,PAY012060,2026-03-24,0,1
M02815,B03,P3,PAY002815,2025-07-07,1,1
M02815,B03,P3,PAY008955,2025-10-12,1,1
M02815,B03,P3,PAY010326,2026-01-11,0,1
M02816,B03,P4,PAY002816,2025-10-08,1,1
M02816,B03,P4,PAY010280,2026-04-19,0,1
M02817,B03,P3,PAY002817,2025-07-14,0,1
M02818,B03,P3,PAY002818,2025-07-10,1,1
M02818,B03,P3,PAY009006,2025-10-18,1,1
M02818,B03,P3,PAY010402,2026-01-13,1,1
M02818,B03,P3,PAY011450,2026-04-24,1,1
M02819,B03,P3,PAY002819,2025-07-17,1,1
M02819,B03,P3,PAY009131,2025-10-24,1,1
M02819,B03,P3,PAY010484,2026-02-04,1,1
M02819,B03,P3,PAY011722,2026-05-04,1,1
M02820,B03,P3,PAY002820,2025-07-25,1,1
M02820,B03,P1,PAY009267,2025-08-28,0,1
M02821,B03,P3,PAY002821,2025-07-14,0,1
M02822,B03,P4,PAY002822,2025-10-02,1,1
M02822,B03,P4,PAY010212,2026-04-11,0,1
M02823,B03,P2,PAY002823,2025-05-20,0,1
M02824,B03,P1,PAY002824,2025-05-15,1,1
M02824,B03,P1,PAY008118,2025-06-12,0,1
M02825,B03,P3,PAY002825,2025-07-02,1,1
M02825,B03,P3,PAY008888,2025-10-09,1,1
M02825,B03,P3,PAY010287,2026-01-18,1,1
M02825,B03,P3,PAY011512,2026-04-21,1,1
M02826,B03,P5,PAY002826,2026-04-03,1,1
M02827,B03,P3,PAY002827,2025-07-05,1,1
M02827,B03,P3,PAY008928,2025-10-10,1,1
M02827,B03,P3,PAY010299,2026-01-20,0,1
M02828,B03,P3,PAY002828,2025-07-20,1,1
M02828,B03,P3,PAY009179,2025-10-20,1,1
M02828,B03,P3,PAY010437,2026-01-20,1,1
M02828,B03,P3,PAY011540,2026-04-21,1,1
M02829,B03,P1,PAY002829,2025-05-19,0,1
M02830,B03,P4,PAY002830,2025-10-22,0,1
M02831,B03,P5,PAY002831,2026-04-30,1,1
M02832,B03,P4,PAY002832,2025-10-13,1,1
M02832,B03,P4,PAY010344,2026-04-23,0,1
M02833,B03,P5,PAY002833,2026-05-01,1,1
M02833,B03,P1,PAY012931,2026-06-04,1,1
M02834,B03,P4,PAY002834,2025-11-01,1,1
M02834,B03,P4,PAY010586,2026-05-10,0,1
M02835,B03,P1,PAY002835,2025-06-12,1,1
M02835,B03,P1,PAY008555,2025-07-12,0,1
M02836,B03,P4,PAY002836,2025-11-16,0,1
M02837,B03,P1,PAY002837,2025-06-04,0,1
M02838,B03,P2,PAY002838,2025-06-04,1,1
M02838,B03,P2,PAY008430,2025-07-05,0,1
M02839,B03,P4,PAY002839,2025-11-10,0,1
M02840,B03,P2,PAY002840,2025-06-08,1,1
M02840,B03,P5,PAY008497,2026-06-03,1,1
M02841,B03,P3,PAY002841,2025-08-28,1,1
M02841,B03,P3,PAY009736,2025-12-01,1,1
M02841,B03,P3,PAY010957,2026-03-12,1,1
M02841,B03,P3,PAY012240,2026-06-22,1,0
M02842,B03,P3,PAY002842,2025-08-14,1,1
M02842,B03,P3,PAY009545,2025-11-18,1,1
M02842,B03,P3,PAY010790,2026-02-20,1,1
M02842,B03,P3,PAY011936,2026-05-25,1,1
M02843,B03,P1,PAY002843,2025-06-10,1,1
M02843,B03,P1,PAY008523,2025-07-13,0,1
M02844,B03,P5,PAY002844,2026-05-13,0,1
M02845,B03,P1,PAY002845,2025-06-23,1,1
M02845,B03,P1,PAY008724,2025-07-30,1,1
M02845,B03,P1,PAY009358,2025-09-04,0,1
M02846,B03,P4,PAY002846,2025-11-30,1,1
M02846,B03,P2,PAY010940,2025-12-28,1,1
M02846,B03,P2,PAY011260,2026-02-07,0,1
M02847,B03,P4,PAY002847,2025-11-03,0,1
M02848,B03,P4,PAY002848,2025-11-21,1,1
M02848,B03,P4,PAY010825,2026-05-26,1,1
M02849,B03,P1,PAY002849,2025-06-26,1,1
M02849,B03,P2,PAY008774,2025-07-27,1,1
M02849,B03,P2,PAY009300,2025-08-25,1,1
M02849,B03,P1,PAY009695,2025-09-23,1,1
M02849,B03,P1,PAY010074,2025-10-28,1,1
M02849,B03,P1,PAY010544,2025-11-30,1,1
M02849,B03,P1,PAY010941,2026-01-04,1,1
M02849,B03,P1,PAY011340,2026-02-10,0,1
M02850,B03,P3,PAY002850,2025-08-30,0,1
M02851,B03,P5,PAY002851,2026-05-20,1,1
M02852,B03,P1,PAY002852,2025-06-27,0,1
M02853,B03,P5,PAY002853,2026-05-23,1,1
M02854,B03,P1,PAY002854,2025-06-30,0,1
M02855,B03,P5,PAY002855,2026-05-22,0,1
M02856,B03,P1,PAY002856,2025-07-25,0,1
M02857,B03,P2,PAY002857,2025-07-27,0,1
M02858,B03,P2,PAY002858,2025-07-27,1,1
M02858,B03,P2,PAY009301,2025-08-25,1,1
M02858,B03,P2,PAY009696,2025-09-21,1,1
M02858,B03,P2,PAY010048,2025-10-24,1,1
M02858,B03,P2,PAY010485,2025-11-26,1,1
M02858,B03,P2,PAY010883,2026-01-04,0,1
M02859,B03,P1,PAY002859,2025-07-04,0,1
M02860,B03,P1,PAY002860,2025-07-01,1,1
M02860,B03,P1,PAY008872,2025-08-04,0,1
M02861,B03,P1,PAY002861,2025-07-21,1,1
M02861,B03,P1,PAY009196,2025-08-25,1,1
M02861,B03,P1,PAY009697,2025-09-28,1,1
M02861,B03,P1,PAY010142,2025-10-25,1,1
M02861,B03,P1,PAY010501,2025-11-24,1,1
M02861,B03,P1,PAY010853,2025-12-27,1,1
M02861,B03,P1,PAY011249,2026-02-04,1,1
M02861,B03,P1,PAY011723,2026-03-06,1,1
M02861,B03,P1,PAY012145,2026-04-09,1,1
M02861,B03,P1,PAY012608,2026-05-07,0,1
M02862,B03,P1,PAY002862,2025-07-25,0,1
M02863,B03,P2,PAY002863,2025-07-06,1,1
M02863,B03,P2,PAY008940,2025-08-03,0,1
M02864,B03,P1,PAY002864,2025-07-02,1,1
M02864,B03,P1,PAY008889,2025-08-01,1,1
M02864,B03,P1,PAY009378,2025-09-05,1,1
M02864,B03,P1,PAY009835,2025-10-16,1,1
M02864,B03,P1,PAY010382,2025-11-16,0,1
M02865,B03,P3,PAY002865,2025-09-08,1,1
M02865,B03,P3,PAY009869,2025-12-18,1,1
M02865,B03,P3,PAY011145,2026-03-21,1,1
M02865,B03,P3,PAY012360,2026-06-26,0,0
M02866,B03,P1,PAY002866,2025-07-25,1,1
M02866,B03,P1,PAY009268,2025-08-28,1,1
M02866,B03,P1,PAY009737,2025-09-24,1,1
M02866,B03,P1,PAY010092,2025-10-24,0,1
M02867,B03,P1,PAY002867,2025-07-03,1,1
M02867,B03,P1,PAY008904,2025-08-03,0,1
M02868,B03,P1,PAY002868,2025-07-19,1,1
M02868,B03,P1,PAY009159,2025-08-23,1,1
M02868,B03,P1,PAY009664,2025-09-21,1,1
M02868,B03,P1,PAY010049,2025-10-29,1,1
M02868,B03,P1,PAY010557,2025-11-25,1,1
M02868,B03,P1,PAY010871,2025-12-24,1,1
M02868,B03,P1,PAY011205,2026-01-30,0,1
M02869,B03,P1,PAY002869,2025-07-26,1,1
M02869,B03,P1,PAY009286,2025-08-29,1,1
M02869,B03,P1,PAY009750,2025-10-01,1,1
M02869,B03,P1,PAY010203,2025-11-02,0,1
M02870,B03,P3,PAY002870,2025-09-07,1,1
M02870,B03,P3,PAY009856,2025-12-03,1,1
M02870,B03,P3,PAY010980,2026-03-13,1,1
M02870,B03,P3,PAY012252,2026-06-18,1,0
M02871,B03,P3,PAY002871,2025-09-24,1,1
M02871,B03,P3,PAY010093,2025-12-27,0,1
M02872,B03,P3,PAY002872,2025-09-08,1,1
M02872,B03,P3,PAY009870,2025-12-13,1,1
M02872,B03,P3,PAY011097,2026-03-12,1,1
M02872,B03,P3,PAY012241,2026-06-23,0,0
M02874,B03,P4,PAY002874,2026-01-13,1,1
M02875,B03,P2,PAY002875,2025-08-13,1,1
M02875,B03,P2,PAY009532,2025-09-23,0,1
M02876,B03,P2,PAY002876,2025-08-12,0,1
M02877,B03,P1,PAY002877,2025-08-22,1,1
M02877,B03,P1,PAY009646,2025-09-29,1,1
M02877,B03,P1,PAY010162,2025-11-01,1,1
M02877,B03,P1,PAY010587,2025-11-30,1,1
M02877,B03,P1,PAY010942,2026-01-01,1,1
M02877,B03,P1,PAY011298,2026-02-05,1,1
M02877,B03,P1,PAY011732,2026-03-02,1,1
M02877,B03,P1,PAY012093,2026-04-09,1,1
M02877,B03,P1,PAY012609,2026-05-14,1,1
M02877,B03,P2,PAY013070,2026-06-20,1,0
M02878,B03,P3,PAY002878,2025-10-15,0,1
M02879,B03,P3,PAY002879,2025-10-25,1,1
M02879,B03,P3,PAY010502,2026-02-04,0,1
M02880,B03,P3,PAY002880,2025-10-12,0,1
M02881,B03,P4,PAY002881,2026-01-14,1,1
M02883,B03,P4,PAY002883,2026-01-09,1,1
M02883,B03,P3,PAY011398,2026-04-16,1,1
M02884,B03,P1,PAY002884,2025-08-14,1,1
M02884,B03,P1,PAY009546,2025-09-21,1,1
M02884,B03,P1,PAY010050,2025-10-27,0,1
M02885,B03,P4,PAY002885,2026-01-12,1,1
M02887,B03,P3,PAY002887,2025-10-12,1,1
M02887,B03,P3,PAY010327,2026-01-23,1,1
M02887,B03,P3,PAY011583,2026-04-20,1,1
M02888,B03,P1,PAY002888,2025-08-26,1,1
M02888,B03,P1,PAY009716,2025-09-30,1,1
M02888,B03,P1,PAY010183,2025-11-01,1,1
M02888,B03,P1,PAY010588,2025-12-06,0,1
M02890,B03,P1,PAY002890,2025-08-20,0,1
M02891,B03,P4,PAY002891,2026-01-16,0,1
M02892,B03,P3,PAY002892,2025-10-28,0,1
M02893,B03,P3,PAY002893,2025-10-04,1,1
M02893,B03,P3,PAY010238,2026-01-08,0,1
M02894,B03,P1,PAY002894,2025-08-27,1,1
M02894,B03,P1,PAY009725,2025-10-06,0,1
M02895,B03,P4,PAY002895,2026-02-16,1,1
M02896,B03,P1,PAY002896,2025-09-15,1,1
M02896,B03,P1,PAY009967,2025-10-24,1,1
M02896,B03,P1,PAY010486,2025-11-23,0,1
M02897,B03,P3,PAY002897,2025-11-08,1,1
M02897,B03,P3,PAY010680,2026-02-04,1,1
M02897,B03,P3,PAY011724,2026-05-06,1,1
M02898,B03,P3,PAY002898,2025-11-05,1,1
M02898,B03,P3,PAY010635,2026-02-02,0,1
M02899,B03,P3,PAY002899,2025-11-28,1,1
M02899,B03,P3,PAY010905,2026-03-01,1,1
M02899,B03,P3,PAY012078,2026-05-28,1,1
M02900,B03,P4,PAY002900,2026-02-20,1,1
M02901,B03,P3,PAY002901,2025-11-16,1,1
M02901,B03,P3,PAY010766,2026-02-14,0,1
M02902,B03,P3,PAY002902,2025-11-15,1,1
M02902,B03,P3,PAY010754,2026-02-23,1,1
M02902,B03,P3,PAY011977,2026-05-26,1,1
M02903,B03,P3,PAY002903,2025-11-19,1,1
M02903,B03,P3,PAY010806,2026-02-27,1,1
M02903,B03,P3,PAY012029,2026-06-04,1,1
M02905,B03,P1,PAY002905,2025-09-25,1,1
M02905,B03,P1,PAY010106,2025-10-23,0,1
M02906,B03,P3,PAY002906,2025-11-24,1,1
M02906,B03,P3,PAY010854,2026-02-23,1,1
M02906,B03,P3,PAY011978,2026-05-28,1,1
M02907,B03,P3,PAY002907,2025-11-30,1,1
M02907,B03,P3,PAY010943,2026-02-25,0,1
M02908,B03,P1,PAY002908,2025-09-05,1,1
M02908,B03,P1,PAY009836,2025-10-10,0,1
M02909,B03,P3,PAY002909,2025-11-13,1,1
M02909,B03,P3,PAY010733,2026-02-08,1,1
M02909,B03,P3,PAY011770,2026-05-05,1,1
M02910,B03,P1,PAY002910,2025-09-27,1,1
M02910,B03,P1,PAY010131,2025-10-29,0,1
M02911,B03,P3,PAY002911,2025-11-07,1,1
M02911,B03,P3,PAY010663,2026-02-11,1,1
M02911,B03,P3,PAY011816,2026-05-17,0,1
M02912,B03,P1,PAY002912,2025-10-15,1,1
M02912,B03,P1,PAY010372,2025-11-11,0,1
M02913,B03,P2,PAY002913,2025-10-19,1,1
M02913,B03,P2,PAY010420,2025-11-16,1,1
M02913,B03,P2,PAY010767,2025-12-23,1,1
M02913,B03,P2,PAY011198,2026-01-21,0,1
M02915,B03,P1,PAY002915,2025-10-23,0,1
M02916,B03,P3,PAY002916,2025-12-06,1,1
M02916,B03,P3,PAY011017,2026-03-17,1,1
M02916,B03,P3,PAY012310,2026-06-19,1,0
M02917,B03,P1,PAY002917,2025-10-04,1,1
M02917,B03,P1,PAY010239,2025-11-06,0,1
M02918,B03,P3,PAY002918,2025-12-10,1,1
M02918,B03,P2,PAY011058,2026-01-10,0,1
M02920,B03,P1,PAY002920,2025-10-10,1,1
M02920,B03,P1,PAY010300,2025-11-11,1,1
M02920,B03,P1,PAY010716,2025-12-08,1,1
M02920,B03,P1,PAY011041,2026-01-06,1,1
M02920,B03,P1,PAY011362,2026-02-08,0,1
M02921,B03,P1,PAY002921,2025-10-27,0,1
M02922,B03,P1,PAY002922,2025-10-06,0,1
M02923,B03,P4,PAY002923,2026-03-09,1,1
M02925,B03,P1,PAY002925,2025-10-01,1,1
M02925,B03,P1,PAY010204,2025-11-11,1,1
M02925,B03,P1,PAY010717,2025-12-07,1,1
M02925,B03,P1,PAY011027,2026-01-08,0,1
