service_txn_id,service_date,branch_id,service_type,amount,direct_cost
GS028842,2025-10-16,B04,Group Class,250,90
GS028843,2025-10-16,B04,Group Class,250,90
GS028844,2025-10-16,B04,Group Class,250,90
GS028845,2025-10-16,B04,Group Class,250,90
GS028846,2025-10-16,B04,Group Class,250,90
GS028847,2025-10-16,B04,Group Class,250,90
GS028848,2025-10-16,B04,Day Pass,150,20
GS028849,2025-10-16,B04,Day Pass,150,20
GS028850,2025-10-16,B04,Day Pass,150,20
GS028851,2025-10-16,B04,Day Pass,150,20
GS028852,2025-10-16,B04,Day Pass,150,20
GS028853,2025-10-16,B05,Personal Training,650,380
GS028854,2025-10-16,B05,Group Class,250,90
GS028855,2025-10-16,B05,Group Class,250,90
GS028856,2025-10-16,B05,Group Class,250,90
GS028857,2025-10-16,B05,Group Class,250,90
GS028858,2025-10-16,B05,Group Class,250,90
GS028859,2025-10-16,B05,Group Class,250,90
GS028860,2025-10-16,B05,Group Class,250,90
GS028861,2025-10-16,B05,Group Class,250,90
GS028862,2025-10-16,B05,Group Class,250,90
GS028863,2025-10-16,B05,Group Class,250,90
GS028864,2025-10-16,B05,Group Class,250,90
GS028865,2025-10-16,B05,Group Class,250,90
GS028866,2025-10-16,B05,Group Class,250,90
GS028867,2025-10-16,B05,Day Pass,150,20
GS028868,2025-10-16,B05,Day Pass,150,20
GS028869,2025-10-16,B05,Day Pass,150,20
GS028870,2025-10-16,B05,Day Pass,150,20
GS028871,2025-10-16,B05,Day Pass,150,20
GS028872,2025-10-16,B05,Day Pass,150,20
GS028873,2025-10-17,B01,Personal Training,650,380
GS028874,2025-10-17,B01,Personal Training,650,380
GS028875,2025-10-17,B01,Group Class,250,90
GS028876,2025-10-17,B01,Group Class,250,90
GS028877,2025-10-17,B01,Group Class,250,90
GS028878,2025-10-17,B01,Group Class,250,90
GS028879,2025-10-17,B01,Group Class,250,90
GS028880,2025-10-17,B01,Group Class,250,90
GS028881,2025-10-17,B01,Group Class,250,90
GS028882,2025-10-17,B01,Group Class,250,90
GS028883,2025-10-17,B01,Group Class,250,90
GS028884,2025-10-17,B01,Group Class,250,90
GS028885,2025-10-17,B01,Day Pass,150,20
GS028886,2025-10-17,B01,Day Pass,150,20
GS028887,2025-10-17,B01,Day Pass,150,20
GS028888,2025-10-17,B02,Personal Training,650,380
GS028889,2025-10-17,B02,Personal Training,650,380
GS028890,2025-10-17,B02,Personal Training,650,380
GS028891,2025-10-17,B02,Personal Training,650,380
GS028892,2025-10-17,B02,Personal Training,650,380
GS028893,2025-10-17,B02,Personal Training,650,380
GS028894,2025-10-17,B02,Personal Training,650,380
GS028895,2025-10-17,B02,Group Class,250,90
GS028896,2025-10-17,B02,Group Class,250,90
GS028897,2025-10-17,B02,Group Class,250,90
GS028898,2025-10-17,B02,Group Class,250,90
GS028899,2025-10-17,B02,Group Class,250,90
GS028900,2025-10-17,B02,Group Class,250,90
GS028901,2025-10-17,B02,Group Class,250,90
GS028902,2025-10-17,B02,Group Class,250,90
GS028903,2025-10-17,B02,Group Class,250,90
GS028904,2025-10-17,B02,Group Class,250,90
GS028905,2025-10-17,B02,Group Class,250,90
GS028906,2025-10-17,B02,Group Class,250,90
GS028907,2025-10-17,B02,Group Class,250,90
GS028908,2025-10-17,B02,Group Class,250,90
GS028909,2025-10-17,B02,Group Class,250,90
GS028910,2025-10-17,B02,Group Class,250,90
GS028911,2025-10-17,B02,Group Class,250,90
GS028912,2025-10-17,B02,Day Pass,150,20
GS028913,2025-10-17,B02,Day Pass,150,20
GS028914,2025-10-17,B02,Day Pass,150,20
GS028915,2025-10-17,B02,Day Pass,150,20
GS028916,2025-10-17,B02,Day Pass,150,20
GS028917,2025-10-17,B03,Personal Training,650,380
GS028918,2025-10-17,B03,Personal Training,650,380
GS028919,2025-10-17,B03,Group Class,250,90
GS028920,2025-10-17,B03,Group Class,250,90
GS028921,2025-10-17,B03,Group Class,250,90
GS028922,2025-10-17,B03,Group Class,250,90
GS028923,2025-10-17,B03,Group Class,250,90
GS028924,2025-10-17,B03,Group Class,250,90
GS028925,2025-10-17,B03,Group Class,250,90
GS028926,2025-10-17,B03,Group Class,250,90
GS028927,2025-10-17,B03,Group Class,250,90
GS028928,2025-10-17,B03,Day Pass,150,20
GS028929,2025-10-17,B03,Day Pass,150,20
GS028930,2025-10-17,B03,Day Pass,150,20
GS028931,2025-10-17,B03,Day Pass,150,20
GS028932,2025-10-17,B03,Day Pass,150,20
GS028933,2025-10-17,B03,Day Pass,150,20
GS028934,2025-10-17,B03,Day Pass,150,20
GS028935,2025-10-17,B04,Personal Training,650,380
GS028936,2025-10-17,B04,Personal Training,650,380
GS028937,2025-10-17,B04,Group Class,250,90
GS028938,2025-10-17,B04,Group Class,250,90
GS028939,2025-10-17,B04,Group Class,250,90
GS028940,2025-10-17,B04,Group Class,250,90
GS028941,2025-10-17,B04,Group Class,250,90
GS028942,2025-10-17,B04,Day Pass,150,20
GS028943,2025-10-17,B04,Day Pass,150,20
GS028944,2025-10-17,B04,Day Pass,150,20
GS028945,2025-10-17,B04,Day Pass,150,20
GS028946,2025-10-17,B04,Day Pass,150,20
GS028947,2025-10-17,B04,Day Pass,150,20
GS028948,2025-10-17,B04,Day Pass,150,20
GS028949,2025-10-17,B05,Personal Training,650,380
GS028950,2025-10-17,B05,Personal Training,650,380
GS028951,2025-10-17,B05,Group Class,250,90
GS028952,2025-10-17,B05,Group Class,250,90
GS028953,2025-10-17,B05,Group Class,250,90
GS028954,2025-10-17,B05,Group Class,250,90
GS028955,2025-10-17,B05,Group Class,250,90
GS028956,2025-10-17,B05,Group Class,250,90
GS028957,2025-10-17,B05,Group Class,250,90
GS028958,2025-10-17,B05,Group Class,250,90
GS028959,2025-10-17,B05,Group Class,250,90
GS028960,2025-10-17,B05,Group Class,250,90
GS028961,2025-10-17,B05,Day Pass,150,20
GS028962,2025-10-17,B05,Day Pass,150,20
GS028963,2025-10-17,B05,Day Pass,150,20
GS028964,2025-10-17,B05,Day Pass,150,20
GS028965,2025-10-17,B05,Day Pass,150,20
GS028966,2025-10-17,B05,Day Pass,150,20
GS028967,2025-10-18,B01,Personal Training,650,380
GS028968,2025-10-18,B01,Personal Training,650,380
GS028969,2025-10-18,B01,Group Class,250,90
GS028970,2025-10-18,B01,Group Class,250,90
GS028971,2025-10-18,B01,Group Class,250,90
GS028972,2025-10-18,B01,Group Class,250,90
GS028973,2025-10-18,B01,Group Class,250,90
GS028974,2025-10-18,B01,Group Class,250,90
GS028975,2025-10-18,B01,Group Class,250,90
GS028976,2025-10-18,B01,Group Class,250,90
GS028977,2025-10-18,B01,Day Pass,150,20
GS028978,2025-10-18,B01,Day Pass,150,20
GS028979,2025-10-18,B01,Day Pass,150,20
GS028980,2025-10-18,B01,Day Pass,150,20
GS028981,2025-10-18,B02,Personal Training,650,380
GS028982,2025-10-18,B02,Personal Training,650,380
GS028983,2025-10-18,B02,Personal Training,650,380
GS028984,2025-10-18,B02,Personal Training,650,380
GS028985,2025-10-18,B02,Personal Training,650,380
GS028986,2025-10-18,B02,Personal Training,650,380
GS028987,2025-10-18,B02,Personal Training,650,380
GS028988,2025-10-18,B02,Personal Training,650,380
GS028989,2025-10-18,B02,Group Class,250,90
GS028990,2025-10-18,B02,Group Class,250,90
GS028991,2025-10-18,B02,Group Class,250,90
GS028992,2025-10-18,B02,Group Class,250,90
GS028993,2025-10-18,B02,Group Class,250,90
GS028994,2025-10-18,B02,Group Class,250,90
GS028995,2025-10-18,B02,Group Class,250,90
GS028996,2025-10-18,B02,Group Class,250,90
GS028997,2025-10-18,B02,Group Class,250,90
GS028998,2025-10-18,B02,Group Class,250,90
GS028999,2025-10-18,B02,Group Class,250,90
GS029000,2025-10-18,B02,Group Class,250,90
GS029001,2025-10-18,B02,Group Class,250,90
GS029002,2025-10-18,B02,Group Class,250,90
GS029003,2025-10-18,B02,Group Class,250,90
GS029004,2025-10-18,B02,Group Class,250,90
GS029005,2025-10-18,B02,Day Pass,150,20
GS029006,2025-10-18,B02,Day Pass,150,20
GS029007,2025-10-18,B02,Day Pass,150,20
GS029008,2025-10-18,B02,Day Pass,150,20
GS029009,2025-10-18,B03,Personal Training,650,380
GS029010,2025-10-18,B03,Group Class,250,90
GS029011,2025-10-18,B03,Group Class,250,90
GS029012,2025-10-18,B03,Group Class,250,90
GS029013,2025-10-18,B03,Group Class,250,90
GS029014,2025-10-18,B03,Day Pass,150,20
GS029015,2025-10-18,B03,Day Pass,150,20
GS029016,2025-10-18,B03,Day Pass,150,20
GS029017,2025-10-18,B03,Day Pass,150,20
GS029018,2025-10-18,B04,Personal Training,650,380
GS029019,2025-10-18,B04,Personal Training,650,380
GS029020,2025-10-18,B04,Personal Training,650,380
GS029021,2025-10-18,B04,Group Class,250,90
GS029022,2025-10-18,B04,Group Class,250,90
GS029023,2025-10-18,B04,Group Class,250,90
GS029024,2025-10-18,B04,Group Class,250,90
GS029025,2025-10-18,B04,Group Class,250,90
GS029026,2025-10-18,B04,Group Class,250,90
GS029027,2025-10-18,B04,Group Class,250,90
GS029028,2025-10-18,B04,Group Class,250,90
GS029029,2025-10-18,B04,Day Pass,150,20
GS029030,2025-10-18,B04,Day Pass,150,20
GS029031,2025-10-18,B04,Day Pass,150,20
GS029032,2025-10-18,B04,Day Pass,150,20
GS029033,2025-10-18,B04,Day Pass,150,20
GS029034,2025-10-18,B04,Day Pass,150,20
GS029035,2025-10-18,B05,Personal Training,650,380
GS029036,2025-10-18,B05,Personal Training,650,380
GS029037,2025-10-18,B05,Personal Training,650,380
GS029038,2025-10-18,B05,Personal Training,650,380
GS029039,2025-10-18,B05,Group Class,250,90
GS029040,2025-10-18,B05,Group Class,250,90
GS029041,2025-10-18,B05,Group Class,250,90
GS029042,2025-10-18,B05,Group Class,250,90
GS029043,2025-10-18,B05,Day Pass,150,20
GS029044,2025-10-18,B05,Day Pass,150,20
GS029045,2025-10-18,B05,Day Pass,150,20
GS029046,2025-10-18,B05,Day Pass,150,20
GS029047,2025-10-18,B05,Day Pass,150,20
GS029048,2025-10-18,B05,Day Pass,150,20
GS029049,2025-10-18,B05,Day Pass,150,20
GS029050,2025-10-18,B05,Day Pass,150,20
GS029051,2025-10-18,B05,Day Pass,150,20
GS029052,2025-10-19,B01,Personal Training,650,380
GS029053,2025-10-19,B01,Group Class,250,90
GS029054,2025-10-19,B01,Group Class,250,90
GS029055,2025-10-19,B01,Group Class,250,90
GS029056,2025-10-19,B01,Group Class,250,90
GS029057,2025-10-19,B01,Group Class,250,90
GS029058,2025-10-19,B01,Group Class,250,90
GS029059,2025-10-19,B01,Group Class,250,90
GS029060,2025-10-19,B01,Group Class,250,90
GS029061,2025-10-19,B01,Group Class,250,90
GS029062,2025-10-19,B01,Day Pass,150,20
GS029063,2025-10-19,B01,Day Pass,150,20
GS029064,2025-10-19,B02,Personal Training,650,380
GS029065,2025-10-19,B02,Personal Training,650,380
GS029066,2025-10-19,B02,Personal Training,650,380
GS029067,2025-10-19,B02,Group Class,250,90
GS029068,2025-10-19,B02,Group Class,250,90
GS029069,2025-10-19,B02,Group Class,250,90
GS029070,2025-10-19,B02,Group Class,250,90
GS029071,2025-10-19,B02,Group Class,250,90
GS029072,2025-10-19,B02,Group Class,250,90
GS029073,2025-10-19,B02,Group Class,250,90
GS029074,2025-10-19,B02,Group Class,250,90
GS029075,2025-10-19,B02,Group Class,250,90
GS029076,2025-10-19,B02,Group Class,250,90
GS029077,2025-10-19,B02,Group Class,250,90
GS029078,2025-10-19,B02,Group Class,250,90
GS029079,2025-10-19,B02,Group Class,250,90
GS029080,2025-10-19,B02,Group Class,250,90
GS029081,2025-10-19,B02,Group Class,250,90
GS029082,2025-10-19,B02,Group Class,250,90
GS029083,2025-10-19,B02,Group Class,250,90
GS029084,2025-10-19,B02,Day Pass,150,20
GS029085,2025-10-19,B03,Personal Training,650,380
GS029086,2025-10-19,B03,Personal Training,650,380
GS029087,2025-10-19,B03,Group Class,250,90
GS029088,2025-10-19,B03,Group Class,250,90
GS029089,2025-10-19,B03,Group Class,250,90
GS029090,2025-10-19,B03,Group Class,250,90
GS029091,2025-10-19,B03,Group Class,250,90
GS029092,2025-10-19,B03,Day Pass,150,20
GS029093,2025-10-19,B03,Day Pass,150,20
GS029094,2025-10-19,B03,Day Pass,150,20
GS029095,2025-10-19,B03,Day Pass,150,20
GS029096,2025-10-19,B03,Day Pass,150,20
GS029097,2025-10-19,B03,Day Pass,150,20
GS029098,2025-10-19,B03,Day Pass,150,20
GS029099,2025-10-19,B04,Personal Training,650,380
GS029100,2025-10-19,B04,Personal Training,650,380
GS029101,2025-10-19,B04,Personal Training,650,380
GS029102,2025-10-19,B04,Group Class,250,90
GS029103,2025-10-19,B04,Group Class,250,90
GS029104,2025-10-19,B04,Group Class,250,90
GS029105,2025-10-19,B04,Group Class,250,90
GS029106,2025-10-19,B04,Group Class,250,90
GS029107,2025-10-19,B04,Group Class,250,90
GS029108,2025-10-19,B04,Group Class,250,90
GS029109,2025-10-19,B04,Group Class,250,90
GS029110,2025-10-19,B04,Day Pass,150,20
GS029111,2025-10-19,B04,Day Pass,150,20
GS029112,2025-10-19,B05,Personal Training,650,380
GS029113,2025-10-19,B05,Personal Training,650,380
GS029114,2025-10-19,B05,Group Class,250,90
GS029115,2025-10-19,B05,Group Class,250,90
GS029116,2025-10-19,B05,Group Class,250,90
GS029117,2025-10-19,B05,Group Class,250,90
GS029118,2025-10-19,B05,Group Class,250,90
GS029119,2025-10-19,B05,Group Class,250,90
GS029120,2025-10-19,B05,Group Class,250,90
GS029121,2025-10-19,B05,Group Class,250,90
GS029122,2025-10-19,B05,Group Class,250,90
GS029123,2025-10-19,B05,Group Class,250,90
GS029124,2025-10-19,B05,Group Class,250,90
GS029125,2025-10-19,B05,Group Class,250,90
GS029126,2025-10-19,B05,Group Class,250,90
GS029127,2025-10-19,B05,Day Pass,150,20
GS029128,2025-10-19,B05,Day Pass,150,20
GS029129,2025-10-19,B05,Day Pass,150,20
GS029130,2025-10-19,B05,Day Pass,150,20
GS029131,2025-10-19,B05,Day Pass,150,20
GS029132,2025-10-19,B05,Day Pass,150,20
GS029133,2025-10-19,B05,Day Pass,150,20
GS029134,2025-10-19,B05,Day Pass,150,20
GS029135,2025-10-19,B05,Day Pass,150,20
GS029136,2025-10-19,B05,Day Pass,150,20
GS029137,2025-10-19,B05,Day Pass,150,20
GS029138,2025-10-19,B05,Day Pass,150,20
GS029139,2025-10-20,B01,Personal Training,650,380
GS029140,2025-10-20,B01,Personal Training,650,380
GS029141,2025-10-20,B01,Personal Training,650,380
GS029142,2025-10-20,B01,Personal Training,650,380
GS029143,2025-10-20,B01,Group Class,250,90
GS029144,2025-10-20,B01,Group Class,250,90
GS029145,2025-10-20,B01,Group Class,250,90
GS029146,2025-10-20,B01,Group Class,250,90
GS029147,2025-10-20,B01,Group Class,250,90
GS029148,2025-10-20,B01,Group Class,250,90
GS029149,2025-10-20,B01,Group Class,250,90
GS029150,2025-10-20,B01,Group Class,250,90
GS029151,2025-10-20,B01,Group Class,250,90
GS029152,2025-10-20,B01,Day Pass,150,20
GS029153,2025-10-20,B01,Day Pass,150,20
GS029154,2025-10-20,B01,Day Pass,150,20
GS029155,2025-10-20,B01,Day Pass,150,20
GS029156,2025-10-20,B01,Day Pass,150,20
GS029157,2025-10-20,B01,Day Pass,150,20
GS029158,2025-10-20,B01,Day Pass,150,20
GS029159,2025-10-20,B01,Day Pass,150,20
GS029160,2025-10-20,B01,Day Pass,150,20
GS029161,2025-10-20,B01,Day Pass,150,20
GS029162,2025-10-20,B02,Personal Training,650,380
GS029163,2025-10-20,B02,Personal Training,650,380
GS029164,2025-10-20,B02,Personal Training,650,380
GS029165,2025-10-20,B02,Personal Training,650,380
GS029166,2025-10-20,B02,Personal Training,650,380
GS029167,2025-10-20,B02,Group Class,250,90
GS029168,2025-10-20,B02,Group Class,250,90
GS029169,2025-10-20,B02,Group Class,250,90
GS029170,2025-10-20,B02,Group Class,250,90
GS029171,2025-10-20,B02,Group Class,250,90
GS029172,2025-10-20,B02,Group Class,250,90
GS029173,2025-10-20,B02,Group Class,250,90
GS029174,2025-10-20,B02,Group Class,250,90
GS029175,2025-10-20,B02,Group Class,250,90
GS029176,2025-10-20,B02,Group Class,250,90
GS029177,2025-10-20,B02,Day Pass,150,20
GS029178,2025-10-20,B02,Day Pass,150,20
GS029179,2025-10-20,B02,Day Pass,150,20
GS029180,2025-10-20,B02,Day Pass,150,20
GS029181,2025-10-20,B02,Day Pass,150,20
GS029182,2025-10-20,B02,Day Pass,150,20
GS029183,2025-10-20,B02,Day Pass,150,20
GS029184,2025-10-20,B02,Day Pass,150,20
GS029185,2025-10-20,B02,Day Pass,150,20
GS029186,2025-10-20,B03,Personal Training,650,380
GS029187,2025-10-20,B03,Personal Training,650,380
GS029188,2025-10-20,B03,Personal Training,650,380
GS029189,2025-10-20,B03,Personal Training,650,380
GS029190,2025-10-20,B03,Group Class,250,90
GS029191,2025-10-20,B03,Group Class,250,90
GS029192,2025-10-20,B03,Group Class,250,90
GS029193,2025-10-20,B03,Group Class,250,90
GS029194,2025-10-20,B03,Day Pass,150,20
GS029195,2025-10-20,B03,Day Pass,150,20
GS029196,2025-10-20,B03,Day Pass,150,20
GS029197,2025-10-20,B04,Personal Training,650,380
GS029198,2025-10-20,B04,Personal Training,650,380
GS029199,2025-10-20,B04,Personal Training,650,380
GS029200,2025-10-20,B04,Group Class,250,90
GS029201,2025-10-20,B04,Group Class,250,90
GS029202,2025-10-20,B04,Group Class,250,90
GS029203,2025-10-20,B04,Day Pass,150,20
GS029204,2025-10-20,B04,Day Pass,150,20
GS029205,2025-10-20,B04,Day Pass,150,20
GS029206,2025-10-20,B04,Day Pass,150,20
GS029207,2025-10-20,B04,Day Pass,150,20
GS029208,2025-10-20,B05,Personal Training,650,380
GS029209,2025-10-20,B05,Personal Training,650,380
GS029210,2025-10-20,B05,Group Class,250,90
GS029211,2025-10-20,B05,Group Class,250,90
GS029212,2025-10-20,B05,Group Class,250,90
GS029213,2025-10-20,B05,Group Class,250,90
GS029214,2025-10-20,B05,Group Class,250,90
GS029215,2025-10-20,B05,Group Class,250,90
GS029216,2025-10-20,B05,Group Class,250,90
GS029217,2025-10-20,B05,Group Class,250,90
GS029218,2025-10-20,B05,Group Class,250,90
GS029219,2025-10-20,B05,Day Pass,150,20
GS029220,2025-10-20,B05,Day Pass,150,20
GS029221,2025-10-20,B05,Day Pass,150,20
GS029222,2025-10-20,B05,Day Pass,150,20
GS029223,2025-10-21,B01,Personal Training,650,380
GS029224,2025-10-21,B01,Group Class,250,90
GS029225,2025-10-21,B01,Group Class,250,90
GS029226,2025-10-21,B01,Group Class,250,90
GS029227,2025-10-21,B01,Group Class,250,90
GS029228,2025-10-21,B01,Group Class,250,90
GS029229,2025-10-21,B01,Group Class,250,90
GS029230,2025-10-21,B01,Group Class,250,90
GS029231,2025-10-21,B01,Group Class,250,90
GS029232,2025-10-21,B01,Group Class,250,90
GS029233,2025-10-21,B01,Day Pass,150,20
GS029234,2025-10-21,B01,Day Pass,150,20
GS029235,2025-10-21,B01,Day Pass,150,20
GS029236,2025-10-21,B01,Day Pass,150,20
GS029237,2025-10-21,B01,Day Pass,150,20
GS029238,2025-10-21,B01,Day Pass,150,20
GS029239,2025-10-21,B01,Day Pass,150,20
GS029240,2025-10-21,B02,Personal Training,650,380
GS029241,2025-10-21,B02,Personal Training,650,380
GS029242,2025-10-21,B02,Personal Training,650,380
GS029243,2025-10-21,B02,Personal Training,650,380
GS029244,2025-10-21,B02,Personal Training,650,380
GS029245,2025-10-21,B02,Personal Training,650,380
GS029246,2025-10-21,B02,Personal Training,650,380
GS029247,2025-10-21,B02,Group Class,250,90
GS029248,2025-10-21,B02,Group Class,250,90
GS029249,2025-10-21,B02,Group Class,250,90
GS029250,2025-10-21,B02,Group Class,250,90
GS029251,2025-10-21,B02,Group Class,250,90
GS029252,2025-10-21,B02,Group Class,250,90
GS029253,2025-10-21,B02,Group Class,250,90
GS029254,2025-10-21,B02,Group Class,250,90
GS029255,2025-10-21,B02,Group Class,250,90
GS029256,2025-10-21,B02,Group Class,250,90
GS029257,2025-10-21,B02,Group Class,250,90
GS029258,2025-10-21,B02,Group Class,250,90
GS029259,2025-10-21,B02,Group Class,250,90
GS029260,2025-10-21,B02,Group Class,250,90
GS029261,2025-10-21,B02,Group Class,250,90
GS029262,2025-10-21,B02,Group Class,250,90
GS029263,2025-10-21,B02,Day Pass,150,20
GS029264,2025-10-21,B02,Day Pass,150,20
GS029265,2025-10-21,B02,Day Pass,150,20
GS029266,2025-10-21,B02,Day Pass,150,20
GS029267,2025-10-21,B03,Personal Training,650,380
GS029268,2025-10-21,B03,Personal Training,650,380
GS029269,2025-10-21,B03,Personal Training,650,380
GS029270,2025-10-21,B03,Personal Training,650,380
GS029271,2025-10-21,B03,Personal Training,650,380
GS029272,2025-10-21,B03,Personal Training,650,380
GS029273,2025-10-21,B03,Personal Training,650,380
GS029274,2025-10-21,B03,Group Class,250,90
GS029275,2025-10-21,B03,Group Class,250,90
GS029276,2025-10-21,B03,Group Class,250,90
GS029277,2025-10-21,B03,Group Class,250,90
GS029278,2025-10-21,B03,Group Class,250,90
GS029279,2025-10-21,B03,Group Class,250,90
GS029280,2025-10-21,B03,Group Class,250,90
GS029281,2025-10-21,B03,Group Class,250,90
GS029282,2025-10-21,B03,Group Class,250,90
GS029283,2025-10-21,B03,Group Class,250,90
GS029284,2025-10-21,B03,Group Class,250,90
GS029285,2025-10-21,B03,Day Pass,150,20
GS029286,2025-10-21,B03,Day Pass,150,20
GS029287,2025-10-21,B03,Day Pass,150,20
GS029288,2025-10-21,B03,Day Pass,150,20
GS029289,2025-10-21,B03,Day Pass,150,20
GS029290,2025-10-21,B03,Day Pass,150,20
GS029291,2025-10-21,B04,Personal Training,650,380
GS029292,2025-10-21,B04,Personal Training,650,380
GS029293,2025-10-21,B04,Group Class,250,90
GS029294,2025-10-21,B04,Group Class,250,90
GS029295,2025-10-21,B04,Group Class,250,90
GS029296,2025-10-21,B04,Group Class,250,90
GS029297,2025-10-21,B04,Group Class,250,90
GS029298,2025-10-21,B04,Group Class,250,90
GS029299,2025-10-21,B04,Group Class,250,90
GS029300,2025-10-21,B04,Group Class,250,90
GS029301,2025-10-21,B04,Group Class,250,90
GS029302,2025-10-21,B04,Day Pass,150,20
GS029303,2025-10-21,B04,Day Pass,150,20
GS029304,2025-10-21,B04,Day Pass,150,20
GS029305,2025-10-21,B04,Day Pass,150,20
GS029306,2025-10-21,B04,Day Pass,150,20
GS029307,2025-10-21,B04,Day Pass,150,20
GS029308,2025-10-21,B05,Personal Training,650,380
GS029309,2025-10-21,B05,Personal Training,650,380
GS029310,2025-10-21,B05,Personal Training,650,380
GS029311,2025-10-21,B05,Group Class,250,90
GS029312,2025-10-21,B05,Group Class,250,90
GS029313,2025-10-21,B05,Group Class,250,90
GS029314,2025-10-21,B05,Group Class,250,90
GS029315,2025-10-21,B05,Group Class,250,90
GS029316,2025-10-21,B05,Group Class,250,90
GS029317,2025-10-21,B05,Group Class,250,90
GS029318,2025-10-21,B05,Group Class,250,90
GS029319,2025-10-21,B05,Group Class,250,90
GS029320,2025-10-21,B05,Group Class,250,90
GS029321,2025-10-21,B05,Group Class,250,90
GS029322,2025-10-21,B05,Day Pass,150,20
GS029323,2025-10-21,B05,Day Pass,150,20
GS029324,2025-10-21,B05,Day Pass,150,20
GS029325,2025-10-21,B05,Day Pass,150,20
GS029326,2025-10-21,B05,Day Pass,150,20
GS029327,2025-10-21,B05,Day Pass,150,20
GS029328,2025-10-21,B05,Day Pass,150,20
GS029329,2025-10-21,B05,Day Pass,150,20
GS029330,2025-10-21,B05,Day Pass,150,20
GS029331,2025-10-21,B05,Day Pass,150,20
GS029332,2025-10-21,B05,Day Pass,150,20
GS029333,2025-10-21,B05,Day Pass,150,20
GS029334,2025-10-22,B01,Personal Training,650,380
GS029335,2025-10-22,B01,Personal Training,650,380
GS029336,2025-10-22,B01,Group Class,250,90
GS029337,2025-10-22,B01,Group Class,250,90
GS029338,2025-10-22,B01,Group Class,250,90
GS029339,2025-10-22,B01,Group Class,250,90
GS029340,2025-10-22,B01,Group Class,250,90
GS029341,2025-10-22,B01,Group Class,250,90
GS029342,2025-10-22,B01,Group Class,250,90
GS029343,2025-10-22,B01,Group Class,250,90
GS029344,2025-10-22,B01,Group Class,250,90
GS029345,2025-10-22,B01,Group Class,250,90
GS029346,2025-10-22,B01,Day Pass,150,20
GS029347,2025-10-22,B01,Day Pass,150,20
GS029348,2025-10-22,B01,Day Pass,150,20
GS029349,2025-10-22,B01,Day Pass,150,20
GS029350,2025-10-22,B01,Day Pass,150,20
GS029351,2025-10-22,B01,Day Pass,150,20
GS029352,2025-10-22,B01,Day Pass,150,20
GS029353,2025-10-22,B01,Day Pass,150,20
GS029354,2025-10-22,B01,Day Pass,150,20
GS029355,2025-10-22,B01,Day Pass,150,20
GS029356,2025-10-22,B01,Day Pass,150,20
GS029357,2025-10-22,B02,Personal Training,650,380
GS029358,2025-10-22,B02,Personal Training,650,380
GS029359,2025-10-22,B02,Personal Training,650,380
GS029360,2025-10-22,B02,Personal Training,650,380
GS029361,2025-10-22,B02,Personal Training,650,380
GS029362,2025-10-22,B02,Group Class,250,90
GS029363,2025-10-22,B02,Group Class,250,90
GS029364,2025-10-22,B02,Group Class,250,90
GS029365,2025-10-22,B02,Group Class,250,90
GS029366,2025-10-22,B02,Group Class,250,90
GS029367,2025-10-22,B02,Group Class,250,90
GS029368,2025-10-22,B02,Group Class,250,90
GS029369,2025-10-22,B02,Group Class,250,90
GS029370,2025-10-22,B02,Group Class,250,90
GS029371,2025-10-22,B02,Group Class,250,90
GS029372,2025-10-22,B02,Group Class,250,90
GS029373,2025-10-22,B02,Group Class,250,90
GS029374,2025-10-22,B02,Group Class,250,90
GS029375,2025-10-22,B02,Group Class,250,90
GS029376,2025-10-22,B02,Day Pass,150,20
GS029377,2025-10-22,B02,Day Pass,150,20
GS029378,2025-10-22,B02,Day Pass,150,20
GS029379,2025-10-22,B02,Day Pass,150,20
GS029380,2025-10-22,B02,Day Pass,150,20
GS029381,2025-10-22,B02,Day Pass,150,20
GS029382,2025-10-22,B02,Day Pass,150,20
GS029383,2025-10-22,B02,Day Pass,150,20
GS029384,2025-10-22,B02,Day Pass,150,20
GS029385,2025-10-22,B02,Day Pass,150,20
GS029386,2025-10-22,B03,Personal Training,650,380
GS029387,2025-10-22,B03,Personal Training,650,380
GS029388,2025-10-22,B03,Group Class,250,90
GS029389,2025-10-22,B03,Group Class,250,90
GS029390,2025-10-22,B03,Group Class,250,90
GS029391,2025-10-22,B03,Group Class,250,90
GS029392,2025-10-22,B03,Day Pass,150,20
GS029393,2025-10-22,B03,Day Pass,150,20
GS029394,2025-10-22,B03,Day Pass,150,20
GS029395,2025-10-22,B03,Day Pass,150,20
GS029396,2025-10-22,B03,Day Pass,150,20
GS029397,2025-10-22,B03,Day Pass,150,20
GS029398,2025-10-22,B03,Day Pass,150,20
GS029399,2025-10-22,B03,Day Pass,150,20
GS029400,2025-10-22,B03,Day Pass,150,20
GS029401,2025-10-22,B04,Personal Training,650,380
GS029402,2025-10-22,B04,Personal Training,650,380
GS029403,2025-10-22,B04,Personal Training,650,380
GS029404,2025-10-22,B04,Personal Training,650,380
GS029405,2025-10-22,B04,Personal Training,650,380
GS029406,2025-10-22,B04,Personal Training,650,380
GS029407,2025-10-22,B04,Group Class,250,90
GS029408,2025-10-22,B04,Group Class,250,90
GS029409,2025-10-22,B04,Group Class,250,90
GS029410,2025-10-22,B04,Group Class,250,90
GS029411,2025-10-22,B04,Group Class,250,90
