payment_id,member_id,branch_id,plan_id,payment_date,payment_type,amount
PAY008425,M01405,B02,P3,2025-06-04,Renewal,4000
PAY008398,M00486,B01,P2,2025-06-04,Renewal,1100
PAY003690,M03690,B04,P2,2025-06-04,New,1100
PAY008261,M04454,B05,P3,2025-06-04,Renewal,4000
PAY008525,M04572,B05,P1,2025-06-05,Renewal,1500
PAY008494,M01650,B02,P1,2025-06-05,Renewal,1500
PAY008511,M02704,B03,P3,06/05/2025,Renewal,4000
PAY008474,M00623,B01,P2,2025-06-05,Renewal,1100
PAY000665,M00665,B01,P1,2025-06-05,New,1500
PAY008469,M03603,B04,P3,2025-06-05,Renewal,4000
PAY008366,M00453,B01,P1,2025-06-05,Renewal,1500
PAY001905,M01905,B02,P3,2025-06-05,New,4000
PAY001930,M01930,B02,P5,2025-06-05,New,13500
PAY008418,M04173,B05,P4,2025-06-05,Renewal,7500
PAY008419,M04179,B05,P1,2025-06-05,Renewal,1500
PAY008278,M04146,B05,P1,2025-06-05,Renewal,1500
PAY008401,M01496,B02,P3,2025-06-05,Renewal,4000
PAY008430,M02838,B03,P2,06/05/2025,Renewal,1100
PAY008279,M04522,B05,P1,2025-06-05,Renewal,1500
PAY008302,M00158,B01,P1,2025-06-05,Renewal,1500
PAY008330,M04311,B05,P3,2025-06-05,Renewal,4000
PAY008387,M03558,B04,P1,2025-06-05,Renewal,1500
PAY008380,M00534,B01,P2,2025-06-05,Renewal,1100
PAY008428,M02646,B03,P5,06/05/2025,Renewal,13500
PAY008291,M01822,B02,P3,2025-06-05,Renewal,4000
PAY002863,M02863,B03,P2,06/06/2025,New,1100
PAY008531,M01298,B02,P2,2025-06-06,Renewal,1100
PAY003689,M03689,B04,P3,2025-06-06,New,4000
PAY008512,M02747,B03,P1,06/06/2025,Renewal,1500
PAY008522,M02607,B03,P2,06/06/2025,Renewal,1100
PAY001935,M01935,B02,P2,2025-06-06,New,1100
PAY008371,M03270,B04,P4,2025-06-06,Renewal,7500
PAY000656,M00656,B01,P5,2025-06-06,New,13500
PAY008414,M02790,B03,P1,06/06/2025,Renewal,1500
PAY008374,M04360,B05,P4,2025-06-07,Renewal,7500
PAY008478,M01492,B02,P2,2025-06-07,Renewal,1100
PAY008495,M01684,B02,P1,2025-06-07,Renewal,1500
PAY008325,M03305,B04,P4,2025-06-07,Renewal,7500
PAY008347,M03433,B04,P1,2025-06-07,Renewal,1500
PAY008310,M04188,B05,P3,2025-06-07,Renewal,4000
PAY008502,M03671,B04,P2,2025-06-07,Renewal,1100
PAY002870,M02870,B03,P3,06/07/2025,New,4000
PAY000657,M00657,B01,P3,2025-06-07,New,4000
PAY008467,M03314,B04,P3,2025-06-07,Renewal,4000
PAY008343,M00586,B01,P1,2025-06-07,Renewal,1500
PAY008372,M03441,B04,P2,2025-06-07,Renewal,1100
PAY008333,M04455,B05,P5,2025-06-07,Renewal,13500
PAY008543,M00322,B01,P4,2025-06-07,Renewal,7500
PAY008450,M02518,B03,P1,06/07/2025,Renewal,1500
PAY008459,M01474,B02,P2,2025-06-07,Renewal,1100
PAY008336,M00122,B01,P1,2025-06-07,Renewal,1500
PAY008416,M03478,B04,P1,2025-06-07,Renewal,1500
PAY008436,M04338,B05,P1,2025-06-07,Renewal,1500
PAY008463,M02795,B03,P1,06/07/2025,Renewal,1500
PAY008426,M02499,B03,P2,06/08/2025,Renewal,1100
PAY004610,M04610,B05,P1,2025-06-08,New,1500
PAY008556,M03218,B04,P1,2025-06-08,Renewal,1500
PAY002865,M02865,B03,P3,06/08/2025,New,4000
PAY008572,M01647,B02,P1,2025-06-08,Renewal,1500
PAY008544,M00604,B01,P1,2025-06-08,Renewal,1500
PAY008541,M00168,B01,P1,2025-06-08,Renewal,1500
PAY004600,M04600,B05,P1,2025-06-08,New,1500
PAY008312,M00269,B01,P1,2025-06-08,Renewal,1500
PAY008369,M01778,B02,P1,2025-06-08,Renewal,1500
PAY008491,M00201,B01,P2,2025-06-08,Renewal,1100
PAY002872,M02872,B03,P3,06/08/2025,New,4000
PAY008351,M00556,B01,P1,2025-06-08,Renewal,1500
PAY000672,M00672,B01,P2,2025-06-08,New,1100
PAY008322,M01853,B02,P3,2025-06-08,Renewal,4000
PAY008486,M04013,B05,P2,2025-06-08,Renewal,1100
PAY008532,M01550,B02,P1,2025-06-08,Renewal,1500
PAY008484,M03668,B04,P1,2025-06-08,Renewal,1500
PAY008483,M03600,B04,P4,2025-06-08,Renewal,7500
PAY008509,M01800,B02,P3,2025-06-08,Renewal,4000
PAY008533,M01642,B02,P1,2025-06-08,Renewal,1500
PAY008571,M01503,B02,P3,2025-06-09,Renewal,4000
PAY008519,M01402,B02,P3,2025-06-09,Renewal,4000
PAY003686,M03686,B04,P4,2025-06-09,New,7500
PAY008361,M00362,B01,P3,2025-06-09,Renewal,4000
PAY008471,M04176,B05,P3,2025-06-09,Renewal,4000
PAY008527,M00300,B01,P2,2025-06-09,Renewal,1100
PAY008529,M00551,B01,P2,2025-06-09,Renewal,1100
PAY000682,M00682,B01,P3,2025-06-09,New,4000
PAY000663,M00663,B01,P5,2025-06-09,New,13500
PAY008422,M00640,B01,P4,2025-06-09,Renewal,7500
PAY008411,M02624,B03,P2,06/09/2025,Renewal,1100
PAY008397,M00446,B01,P2,2025-06-09,Renewal,1100
PAY008493,M01536,B02,P1,2025-06-09,Renewal,1500
PAY008547,M01527,B02,P3,2025-06-09,Renewal,4000
PAY000661,M00661,B01,P3,2025-06-10,New,4000
PAY008358,M01823,B02,P2,2025-06-10,Renewal,1100
PAY008594,M00155,B01,P5,2025-06-10,Renewal,13500
PAY001910,M01910,B02,P2,2025-06-10,New,1100
PAY008591,M04466,B05,P3,2025-06-10,Renewal,4000
PAY001920,M01920,B02,P1,2025-06-10,New,1500
PAY000668,M00668,B01,P3,2025-06-10,New,4000
PAY008581,M00378,B01,P1,2025-06-10,Renewal,1500
PAY008595,M00262,B01,P3,2025-06-10,Renewal,4000
PAY008429,M02675,B03,P3,06/10/2025,Renewal,4000
PAY008438,M04574,B05,P1,2025-06-10,Renewal,1500
PAY008412,M02667,B03,P1,06/10/2025,Renewal,1500
PAY008488,M04170,B05,P1,2025-06-10,Renewal,1500
PAY008490,M00178,B01,P1,2025-06-10,Renewal,1500
PAY008382,M01482,B02,P3,2025-06-10,Renewal,4000
PAY008435,M04306,B05,P3,2025-06-10,Renewal,4000
PAY008501,M03541,B04,P1,2025-06-10,Renewal,1500
PAY008461,M01564,B02,P3,2025-06-10,Renewal,4000
PAY008492,M00235,B01,P4,2025-06-11,Renewal,7500
PAY008440,M00108,B01,P1,2025-06-11,Renewal,1500
PAY008393,M00020,B01,P3,2025-06-11,Renewal,4000
PAY008528,M00498,B01,P1,2025-06-11,Renewal,1500
PAY008373,M03681,B04,P1,2025-06-11,Renewal,1500
PAY008423,M01258,B02,P1,2025-06-11,Renewal,1500
PAY008577,M03979,B05,P1,2025-06-11,Renewal,1500
PAY008392,M04514,B05,P1,2025-06-11,Renewal,1500
PAY004603,M04603,B05,P5,2025-06-11,New,13500
PAY008551,M01739,B02,P1,2025-06-11,Renewal,1500
PAY000679,M00679,B01,P3,2025-06-11,New,4000
PAY008605,M03347,B04,P3,2025-06-11,Renewal,4000
PAY008388,M03984,B05,P5,2025-06-11,Renewal,13500
PAY008553,M01888,B02,P2,2025-06-11,Renewal,1100
PAY008379,M00529,B01,P1,2025-06-11,Renewal,1500
PAY008378,M00503,B01,P1,2025-06-11,Renewal,1500
PAY008433,M03659,B04,P2,2025-06-11,Renewal,1100
PAY008470,M03675,B04,P1,2025-06-11,Renewal,1500
PAY008367,M01269,B02,P1,2025-06-11,Renewal,1500
PAY008588,M04132,B05,P1,2025-06-11,Renewal,1500
PAY008413,M02788,B03,,06/11/2025,Renewal,4000
PAY008583,M00542,B01,P3,2025-06-11,Renewal,4000
PAY008520,M01621,B02,P3,2025-06-12,Renewal,4000
PAY008518,M01326,B02,P2,2025-06-12,Renewal,1100
PAY008458,M01336,B02,P2,2025-06-12,Renewal,1100
PAY008546,M01487,B02,P3,2025-06-12,Renewal,4000
PAY008580,M00141,B01,P1,2025-06-12,Renewal,1500
PAY001911,M01911,B02,P2,2025-06-12,New,1100
PAY008578,M04267,B05,P3,2025-06-12,Renewal,4000
PAY008549,M01666,B02,P1,2025-06-12,Renewal,1500
PAY008552,M01798,B02,P3,2025-06-12,Renewal,4000
PAY008555,M02835,B03,P1,06/12/2025,Renewal,1500
PAY008427,M02602,B03,P1,06/12/2025,Renewal,1500
PAY001922,M01922,B02,P4,2025-06-12,New,7500
PAY008561,M04451,B05,P2,2025-06-12,Renewal,1100
PAY008446,M01629,B02,P2,2025-06-12,Renewal,1100
PAY008466,M03231,B04,P1,2025-06-12,Renewal,1500
PAY008375,M04585,B05,P5,2025-06-12,Renewal,13500
PAY008505,M00545,B01,P1,2025-06-12,Renewal,1500
PAY000669,M00669,B01,P2,2025-06-12,New,1100
PAY008405,M01734,B02,P1,2025-06-12,Renewal,1500
PAY008613,M00524,B01,P1,2025-06-12,Renewal,1500
PAY008489,M04395,B05,P1,2025-06-12,Renewal,1500
PAY008410,M01870,B02,P1,2025-06-12,Renewal,1500
PAY008629,M01176,B02,P1,2025-06-12,Renewal,1500
PAY008365,M00420,B01,P1,2025-06-12,Renewal,1500
PAY008390,M04286,B05,P2,2025-06-12,Renewal,1100
PAY008609,M04427,B05,P1,2025-06-12,Renewal,1500
PAY008498,M03113,B04,P2,2025-06-12,Renewal,1100
PAY003691,M03691,B04,P4,2025-06-12,New,7500
PAY008640,M04382,B05,P3,2025-06-12,Renewal,4000
PAY008513,M03409,B04,P5,2025-06-13,Renewal,13500
PAY004627,M04627,B05,P1,2025-06-13,New,1500
PAY008443,M00630,B01,P2,2025-06-13,Renewal,1100
PAY008395,M00226,B01,P1,2025-06-13,Renewal,1500
PAY008604,M03212,B04,P1,2025-06-13,Renewal,1500
PAY003695,M03695,B04,P3,2025-06-13,New,4000
PAY008383,M01704,B02,P3,2025-06-13,Renewal,4000
PAY008610,M00111,B01,P3,2025-06-13,Renewal,4000
PAY008562,M04479,B05,P3,2025-06-13,Renewal,4000
PAY008568,M01391,B02,P2,2025-06-13,Renewal,1100
PAY008560,M04086,B05,P4,2025-06-13,Renewal,7500
PAY008376,M00139,B01,P3,2025-06-13,Renewal,4000
PAY001938,M01938,B02,P1,2025-06-13,New,1500
PAY008420,M04279,B05,P3,2025-06-13,Renewal,4000
PAY001903,M01903,B02,P3,2025-06-13,New,4000
PAY008526,M00049,B01,P1,2025-06-13,Renewal,1500
PAY001925,M01925,B02,P4,2025-06-13,New,7500
PAY008656,M03317,B04,P1,2025-06-13,Renewal,1500
PAY008523,M02843,B03,P1,06/13/2025,Renewal,1500
PAY008539,M04248,B05,P4,2025-06-13,Renewal,7500
PAY008460,M01524,B02,P3,2025-06-13,Renewal,4000
PAY008476,M01207,B02,P5,2025-06-13,Renewal,13500
PAY008563,M04527,B05,P2,2025-06-13,Renewal,1100
PAY008399,M01301,B02,P4,2025-06-13,Renewal,7500
PAY004626,M04626,B05,P2,2025-06-13,New,1100
PAY008481,M02494,B03,P3,06/13/2025,Renewal,4000
PAY004611,M04611,B05,P1,2025-06-14,New,1500
PAY008667,M01294,B02,P3,2025-06-14,Renewal,4000
PAY008635,M01562,B02,P4,2025-06-14,Renewal,7500
PAY000680,M00680,B01,P1,2025-06-14,New,1500
PAY008675,M04221,B05,P2,2025-06-14,Renewal,1100
PAY004620,M04620,B05,P1,2025-06-14,New,1500
PAY008653,M02716,B03,P3,06/14/2025,Renewal,4000
PAY000666,M00666,B01,P1,2025-06-14,New,1500
PAY008659,M04133,B05,P2,2025-06-14,Renewal,1100
PAY008655,M03277,B04,P3,2025-06-14,Renewal,4000
PAY004604,M04604,B05,P1,2025-06-14,New,1500
PAY004599,M04599,B05,P3,2025-06-14,New,4000
PAY008593,M00085,B01,P1,2025-06-14,Renewal,1500
PAY003688,M03688,B04,P3,2025-06-14,New,4000
PAY008536,M03170,B04,P3,2025-06-14,Renewal,4000
PAY008534,M02655,B03,P1,06/14/2025,Renewal,1500
PAY008548,M01604,B02,P1,2025-06-14,Renewal,1500
PAY008457,M00632,B01,P2,2025-06-14,Renewal,1100
PAY008496,M02587,B03,P3,06/14/2025,Renewal,4000
PAY008404,M01586,B02,P1,2025-06-14,Renewal,1500
PAY008447,M01632,B02,P1,2025-06-14,Renewal,1500
PAY008504,M00106,B01,P1,2025-06-14,Renewal,1500
PAY004617,M04617,B05,P1,2025-06-15,New,1500
PAY004601,M04601,B05,P3,2025-06-15,New,4000
PAY004614,M04614,B05,P4,2025-06-15,New,7500
PAY008680,M01489,B02,P2,2025-06-15,Renewal,1100
PAY008676,M00145,B01,P5,2025-06-15,Renewal,13500
PAY008452,M03670,B04,P1,2025-06-15,Renewal,1500
PAY003694,M03694,B04,P3,2025-06-15,New,4000
PAY008500,M03155,B04,P1,2025-06-15,Renewal,1500
PAY004609,M04609,B05,P3,2025-06-15,New,4000
PAY008649,M01165,B02,P1,2025-06-15,Renewal,1500
PAY008644,M04597,B05,P1,2025-06-15,Renewal,1500
PAY008537,M03443,B04,P1,2025-06-15,Renewal,1500
PAY008639,M03593,B04,P5,2025-06-15,Renewal,13500
PAY008507,M01631,B02,P1,2025-06-15,Renewal,1500
PAY008596,M00458,B01,P2,2025-06-15,Renewal,1100
PAY003700,M03700,B04,P3,2025-06-15,New,4000
PAY008598,M00564,B01,P1,2025-06-15,Renewal,1500
PAY008592,M00029,B01,P1,2025-06-15,Renewal,1500
PAY008666,M00549,B01,P3,2025-06-15,Renewal,4000
PAY008472,M00527,B01,P1,2025-06-15,Renewal,1500
PAY008566,M00645,B01,P2,2025-06-15,Renewal,1100
PAY008444,M01381,B02,P2,2025-06-15,Renewal,1100
PAY008442,M00555,B01,P3,2025-06-15,Renewal,4000
PAY001913,M01913,B02,P3,2025-06-15,New,4000
PAY008614,M00554,B01,P3,2025-06-16,Renewal,4000
PAY008514,M04035,B05,P1,2025-06-16,Renewal,1500
PAY008515,M04210,B05,P4,2025-06-16,Renewal,7500
PAY008590,M04343,B05,P3,2025-06-16,Renewal,4000
PAY008608,M04370,B05,P3,2025-06-16,Renewal,4000
PAY008612,M00499,B01,P1,2025-06-16,Renewal,1500
PAY008665,M00282,B01,P3,2025-06-16,Renewal,4000
PAY008597,M00477,B01,P1,2025-06-16,Renewal,1500
PAY008586,M01797,B02,P1,2025-06-16,Renewal,1500
PAY008485,M03994,B05,P1,2025-06-16,Renewal,1500
PAY008524,M03401,B04,P3,2025-06-16,Renewal,4000
PAY008628,M01161,B02,P1,2025-06-16,Renewal,1500
PAY008686,M00042,B01,P3,2025-06-16,Renewal,4000
PAY008636,M01698,B02,P1,2025-06-16,Renewal,1500
PAY008477,M01406,B02,P3,2025-06-16,Renewal,4000
PAY008473,M00609,B01,P1,2025-06-16,Renewal,1500
PAY008643,M04571,B05,P2,2025-06-17,Renewal,1100
PAY008510,M02684,B03,P1,06/17/2025,Renewal,1500
PAY008623,M03261,B04,P3,2025-06-17,Renewal,4000
PAY000659,M00659,B01,P1,2025-06-17,New,1500
PAY008538,M03970,B05,P1,2025-06-17,Renewal,1500
PAY008550,M01725,B02,P2,2025-06-17,Renewal,1100
PAY003703,M03703,B04,P1,2025-06-17,New,1500
PAY001923,M01923,B02,P3,2025-06-17,New,4000
PAY008462,M02664,B03,P2,06/17/2025,Renewal,1100
PAY008615,M00567,B01,P2,2025-06-17,Renewal,1100
PAY004619,M04619,B05,P2,2025-06-17,New,1100
PAY001901,M01901,B02,P1,2025-06-17,New,1500
PAY008499,M03126,B04,P1,2025-06-17,Renewal,1500
PAY000684,M00684,B01,P2,2025-06-17,New,1100
PAY001914,M01914,B02,P5,2025-06-17,New,13500
PAY008465,M03220,B04,P4,2025-06-17,Renewal,7500
PAY008480,M01805,B02,P3,2025-06-17,Renewal,4000
PAY000677,M00677,B01,P1,2025-06-17,New,1500
PAY008664,M00265,B01,P4,2025-06-17,Renewal,7500
PAY008569,M01446,B02,P3,2025-06-17,Renewal,4000
PAY008464,M03203,B04,P3,2025-06-17,Renewal,4000
PAY008602,M02495,B03,P4,06/18/2025,Renewal,7500
PAY008717,M00606,B01,P1,2025-06-18,Renewal,1500
PAY008506,M00597,B01,P2,2025-06-18,Renewal,1100
PAY008487,M04111,B05,P4,2025-06-18,Renewal,7500
PAY008616,M01335,B02,P3,2025-06-18,Renewal,4000
PAY008600,M01340,B02,P2,2025-06-18,Renewal,1100
PAY008621,M02801,B03,P3,06/18/2025,Renewal,4000
PAY008718,M01410,B02,P3,2025-06-18,Renewal,4000
PAY008565,M00553,B01,P3,2025-06-18,Renewal,4000
PAY008508,M01756,B02,P1,2025-06-18,Renewal,1500
PAY008535,M02720,B03,P1,06/18/2025,Renewal,1500
PAY008542,M00221,B01,P1,2025-06-18,Renewal,1500
PAY008684,M04272,B05,P3,2025-06-18,Renewal,4000
PAY008678,M00635,B01,P1,2025-06-18,Renewal,1500
PAY008521,M01738,B02,P1,2025-06-18,Renewal,1500
PAY008695,M04504,B05,P1,2025-06-18,Renewal,1500
PAY008564,M04561,B05,P1,2025-06-18,Renewal,1500
PAY003692,M03692,B04,P3,2025-06-18,New,4000
PAY008703,M01235,B02,P3,2025-06-18,Renewal,4000
PAY008708,M03419,B04,P3,2025-06-18,Renewal,4000
PAY008570,M01486,B02,P3,2025-06-18,Renewal,4000
PAY008712,M04270,B05,P3,2025-06-18,Renewal,4000
PAY004616,M04616,B05,P4,2025-06-18,New,7500
PAY001928,M01928,B02,P1,2025-06-18,New,1500
PAY002868,M02868,B03,P1,06/19/2025,New,1500
PAY008559,M04056,B05,P4,2025-06-19,Renewal,7500
PAY001940,M01940,B02,P1,2025-06-19,New,1500
PAY008737,M01471,B02,P3,2025-06-19,Renewal,4000
PAY008606,M03444,B04,P3,2025-06-19,Renewal,4000
PAY008503,M04560,B05,P2,2025-06-19,Renewal,1100
PAY008579,M00036,B01,P5,2025-06-19,Renewal,13500
PAY008599,M00582,B01,P1,2025-06-19,Renewal,1500
PAY008619,M02619,B03,P1,06/19/2025,Renewal,1500
PAY008631,M01259,B02,P2,2025-06-19,Renewal,1100
PAY000662,M00662,B01,P1,2025-06-19,New,1500
PAY008711,M04262,B05,P1,2025-06-19,Renewal,1500
PAY008652,M01855,B02,P2,2025-06-19,Renewal,1100
PAY008663,M04593,B05,P1,2025-06-19,Renewal,1500
PAY000676,M00676,B01,P4,2025-06-19,New,7500
PAY008673,M04105,B05,P5,2025-06-19,Renewal,13500
PAY008540,M04481,B05,P3,2025-06-19,Renewal,4000
PAY008726,M04219,B05,P3,2025-06-20,Renewal,4000
PAY008651,M01558,B02,P3,2025-06-20,Renewal,4000
PAY008751,M04540,B05,P1,2025-06-20,Renewal,1500
PAY008707,M03377,B04,P3,2025-06-20,Renewal,4000
PAY008735,M00618,B01,P1,2025-06-20,Renewal,1500
PAY008638,M03318,B04,P4,2025-06-20,Renewal,7500
PAY008630,M01254,B02,P3,2025-06-20,Renewal,4000
PAY008516,M00252,B01,P3,2025-06-20,Renewal,4000
PAY008554,M02600,B03,P2,06/20/2025,Renewal,1100
PAY001929,M01929,B02,P1,2025-06-20,New,1500
PAY001926,M01926,B02,P2,2025-06-20,New,1100
PAY004613,M04613,B05,P1,2025-06-20,New,1500
PAY003693,M03693,B04,P3,2025-06-20,New,4000
PAY008558,M03618,B04,P1,2025-06-20,Renewal,1500
PAY001916,M01916,B02,P3,2025-06-20,New,4000
PAY008740,M02594,B03,P1,06/21/2025,Renewal,1500
PAY008584,M00625,B01,P2,2025-06-21,Renewal,1100
PAY008620,M02623,B03,P2,06/21/2025,Renewal,1100
PAY008720,M01577,B02,P4,2025-06-21,Renewal,7500
PAY008517,M01206,B02,P3,2025-06-21,Renewal,4000
PAY008625,M04340,B05,P4,2025-06-21,Renewal,7500
PAY008657,M03587,B04,P1,2025-06-21,Renewal,1500
PAY008567,M01373,B02,P3,2025-06-21,Renewal,4000
PAY008632,M01356,B02,P1,2025-06-21,Renewal,1500
PAY008743,M03550,B04,P1,2025-06-21,Renewal,1500
PAY004606,M04606,B05,P3,2025-06-21,New,4000
PAY008545,M01309,B02,P4,2025-06-21,Renewal,7500
PAY002861,M02861,B03,P1,06/21/2025,New,1500
PAY008573,M02800,B03,P5,06/21/2025,Renewal,13500
PAY008715,M00112,B01,P2,2025-06-21,Renewal,1100
PAY008607,M04027,B05,P4,2025-06-21,Renewal,7500
PAY001918,M01918,B02,P1,2025-06-21,New,1500
PAY008603,M02545,B03,P3,06/21/2025,Renewal,4000
PAY008575,M03380,B04,P3,2025-06-21,Renewal,4000
PAY008637,M02608,B03,P1,06/21/2025,Renewal,1500
PAY004612,M04612,B05,P5,2025-06-21,New,13500
PAY008699,M00318,B01,P1,2025-06-21,Renewal,1500
PAY008530,M00611,B01,P2,2025-06-22,Renewal,1100
PAY001917,M01917,B02,P5,2025-06-22,New,13500
PAY008697,M00150,B01,P3,2025-06-22,Renewal,4000
PAY008700,M00547,B01,P1,2025-06-22,Renewal,1500
PAY008748,M04011,B05,P4,2025-06-22,Renewal,7500
PAY004624,M04624,B05,P3,2025-06-22,New,4000
PAY008714,M04582,B05,P1,2025-06-22,Renewal,1500
PAY008648,M00648,B01,P1,2025-06-22,Renewal,1500
PAY008723,M02765,B03,P2,06/22/2025,Renewal,1100
PAY008557,M03610,B04,P1,2025-06-22,Renewal,1500
PAY008576,M03450,B04,P3,2025-06-22,Renewal,4000
PAY000658,M00658,B01,P1,2025-06-22,New,1500
PAY001909,M01909,B02,P4,2025-06-22,New,7500
PAY008622,M03111,B04,P3,2025-06-22,Renewal,4000
PAY003697,M03697,B04,P1,2025-06-22,New,1500
PAY004607,M04607,B05,P2,2025-06-22,New,1100
PAY008617,M01553,B02,P3,2025-06-22,Renewal,4000
PAY008692,M03274,B04,P2,2025-06-23,Renewal,1100
PAY008749,M04488,B05,P3,2025-06-23,Renewal,4000
PAY008626,M00096,B01,P1,2025-06-23,Renewal,1500
PAY008687,M00076,B01,P2,2025-06-23,Renewal,1100
PAY008745,M03627,B04,P1,2025-06-23,Renewal,1500
PAY000675,M00675,B01,P4,2025-06-23,New,7500
PAY008582,M00403,B01,P4,2025-06-23,Renewal,7500
PAY008741,M02663,B03,P3,06/23/2025,Renewal,4000
PAY004622,M04622,B05,P3,2025-06-23,New,4000
PAY008669,M01640,B02,P1,2025-06-23,Renewal,1500
PAY008670,M01788,B02,P1,2025-06-23,Renewal,1500
PAY008742,M03453,B04,P1,2025-06-23,Renewal,1500
PAY008585,M01636,B02,P1,2025-06-23,Renewal,1500
PAY001902,M01902,B02,P2,2025-06-23,New,1100
PAY004608,M04608,B05,P1,2025-06-23,New,1500
PAY003698,M03698,B04,P1,2025-06-23,New,1500
PAY008727,M04375,B05,P1,2025-06-23,Renewal,1500
PAY008634,M01529,B02,P5,2025-06-23,Renewal,13500
PAY001921,M01921,B02,P5,2025-06-23,New,13500
PAY008777,M04373,B05,P1,2025-06-23,Renewal,1500
PAY008709,M03449,B04,P2,2025-06-23,Renewal,1100
PAY008767,M01193,B02,P1,2025-06-23,Renewal,1500
PAY000652,M00652,B01,P4,2025-06-23,New,7500
PAY000660,M00660,B01,P2,2025-06-23,New,1100
PAY003685,M03685,B04,P2,2025-06-23,New,1100
PAY008832,M04565,B05,P3,2025-06-24,Renewal,4000
PAY000681,M00681,B01,P4,2025-06-24,New,7500
PAY008778,M00284,B01,P3,2025-06-24,Renewal,4000
PAY008618,M01879,B02,P2,2025-06-24,Renewal,1100
PAY008611,M00469,B01,P3,2025-06-24,Renewal,4000
PAY008574,M03301,B04,P5,2025-06-24,Renewal,13500
PAY008704,M01735,B02,P1,2025-06-24,Renewal,1500
PAY002871,M02871,B03,P3,06/24/2025,New,4000
PAY008780,M00620,B01,P3,2025-06-24,Renewal,4000
PAY008810,M00088,B01,P3,2025-06-24,Renewal,4000
PAY000683,M00683,B01,P5,2025-06-24,New,13500
PAY008784,M01481,B02,P4,2025-06-24,Renewal,7500
PAY008641,M04472,B05,P2,2025-06-24,Renewal,1100
PAY008817,M01473,B02,P3,2025-06-24,Renewal,4000
PAY008756,M01860,B02,P2,2025-06-24,Renewal,1100
PAY008803,M01690,B02,P1,2025-06-24,Renewal,1500
PAY008769,M01554,B02,P3,2025-06-24,Renewal,4000
PAY000667,M00667,B01,P3,2025-06-24,New,4000
PAY008650,M01437,B02,P1,2025-06-24,Renewal,1500
PAY001927,M01927,B02,P1,2025-06-24,New,1500
PAY008672,M03311,B04,P4,2025-06-24,Renewal,7500
PAY008627,M00130,B01,P2,2025-06-24,Renewal,1100
PAY000670,M00670,B01,P5,2025-06-24,New,13500
PAY001934,M01934,B02,P1,2025-06-24,New,1500
PAY008816,M01409,B02,P2,2025-06-25,Renewal,1100
PAY008677,M00416,B01,P3,2025-06-25,Renewal,4000
PAY004615,M04615,B05,P1,2025-06-25,New,1500
PAY002866,M02866,B03,P1,06/25/2025,New,1500
PAY002862,M02862,B03,P1,06/25/2025,New,1500
PAY008671,M01791,B02,P3,2025-06-25,Renewal,4000
PAY008851,M01881,B02,P1,2025-06-25,Renewal,1500
PAY008645,M00310,B01,P1,2025-06-25,Renewal,1500
PAY002856,M02856,B03,P1,06/25/2025,New,1500
PAY008705,M02814,B03,P1,06/25/2025,Renewal,1500
PAY000673,M00673,B01,P1,2025-06-25,New,1500
PAY008798,M00120,B01,P3,2025-06-25,Renewal,4000
PAY008682,M02500,B03,P3,06/25/2025,Renewal,4000
PAY000671,M00671,B01,P1,2025-06-25,New,1500
PAY008587,M02574,B03,P2,06/25/2025,Renewal,1100
PAY008589,M04292,B05,P1,2025-06-25,Renewal,1500
PAY008690,M01195,B02,P3,2025-06-25,Renewal,4000
PAY008691,M01876,B02,P1,2025-06-25,Renewal,1500
PAY000651,M00651,B01,P4,2025-06-25,New,7500
PAY008696,M04583,B05,P1,2025-06-25,Renewal,1500
PAY008772,M02515,B03,P1,06/25/2025,Renewal,1500
PAY008752,M00636,B01,P1,2025-06-25,Renewal,1500
PAY008770,M01591,B02,P1,2025-06-25,Renewal,1500
PAY008733,M00344,B01,P3,2025-06-26,Renewal,4000
PAY008837,M00444,B01,P1,2025-06-26,Renewal,1500
PAY008734,M00561,B01,P3,2025-06-26,Renewal,4000
PAY008805,M02786,B03,P3,06/26/2025,Renewal,4000
PAY008722,M02742,B03,P2,06/26/2025,Renewal,1100
PAY008821,M02645,B03,P3,06/26/2025,Renewal,4000
PAY008775,M04008,B05,P1,2025-06-26,Renewal,1500
PAY008820,M02638,B03,P4,06/26/2025,Renewal,7500
PAY008773,M02791,B03,P4,06/26/2025,Renewal,7500
PAY004618,M04618,B05,P1,2025-06-26,New,1500
PAY001915,M01915,B02,P4,2025-06-26,New,7500
PAY002869,M02869,B03,P1,06/26/2025,New,1500
PAY008865,M00587,B01,P2,2025-06-26,Renewal,1100
PAY008646,M00427,B01,P1,2025-06-26,Renewal,1500
PAY008601,M01898,B02,P1,2025-06-26,Renewal,1500
PAY004623,M04623,B05,P3,2025-06-26,New,4000
PAY008624,M03667,B04,P1,2025-06-26,Renewal,1500
PAY004605,M04605,B05,P1,2025-06-26,New,1500
PAY000654,M00654,B01,P4,2025-06-26,New,7500
PAY008654,M03269,B04,P3,2025-06-26,Renewal,4000
PAY008633,M01466,B02,P2,2025-06-26,Renewal,1100
PAY000655,M00655,B01,P3,2025-06-26,New,4000
PAY001906,M01906,B02,P5,2025-06-26,New,13500
PAY008819,M01897,B02,P1,2025-06-27,Renewal,1500
PAY008763,M04567,B05,P1,2025-06-27,Renewal,1500
PAY008719,M01506,B02,P4,2025-06-27,Renewal,7500
PAY000649,M00649,B01,P1,2025-06-27,New,1500
